customer_id,segment_id,signup_date,region
1050,2,2024-07-27,East
1051,1,2025-07-20,South
1052,4,2024-04-27,West
1053,3,2023-03-18,Central
1054,3,2023-05-18,Central
1055,2,2022-05-10,Central
1056,3,2025-03-01,Central
1057,1,2023-08-20,East
1058,3,2024-05-11,Central
1059,1,2023-08-16,South
1060,3,2024-09-25,South
1061,1,2022-11-21,South
1062,3,2024-12-28,East
1063,4,2023-03-24,South
1064,1,2024-03-29,Central
1065,2,2025-04-03,South
1066,4,2023-12-10,North
1067,2,2022-09-22,East
1068,3,2023-09-04,North
1069,2,2025-09-27,North
1070,2,2024-04-11,South
1071,1,2025-07-25,East
1072,1,2023-11-05,East
1073,3,2022-06-06,Central
1074,2,2022-09-08,West
1075,2,2024-05-27,East
1076,2,2023-06-14,South
1077,2,2022-11-23,South
1078,3,2024-08-18,Central
1079,4,2024-06-13,North
1080,2,2022-04-07,North
1081,3,2023-05-28,Central
1082,3,2022-08-04,East
1083,2,2025-03-01,North
1084,4,2025-07-07,South
1085,1,2022-05-05,Central
1086,1,2025-01-10,Central
1087,3,2025-07-30,West
1088,2,2022-02-28,East
1089,3,2022-06-10,East
1090,3,2022-10-11,Central
1091,1,2022-04-16,Central
1092,3,2025-02-02,South
1093,2,2022-08-16,Central
1094,2,2022-11-14,South
1095,2,2024-03-12,South
1096,4,2024-05-23,West
1097,1,2023-04-17,East
1098,2,2024-12-15,Central
1099,2,2023-09-17,North
1100,3,2022-01-13,East
1101,2,2024-11-07,Central
1102,1,2023-11-25,Central
1103,1,2024-08-30,North
1104,2,2022-04-23,South
1105,3,2022-08-17,West
1106,1,2022-06-20,North
1107,1,2022-10-22,Central
1108,4,2022-07-08,Central
1109,1,2023-03-02,North
1110,4,2024-09-03,North
1111,2,2025-01-07,North
1112,3,2023-10-20,Central
1113,1,2024-07-07,South
1114,1,2025-04-20,East
1115,3,2023-05-14,East
1116,3,2024-02-01,West
1117,3,2024-05-15,North
1118,1,2024-04-05,South
1119,3,2022-03-12,Central
1120,3,2022-09-05,Central
1121,2,2022-05-26,Central
1122,3,2025-08-12,North
1123,3,2023-08-05,South
1124,2,2023-04-15,West
1125,1,2022-07-12,South
1126,2,2024-12-27,Central
1127,1,2023-05-09,West
1128,2,2022-02-21,North
1129,2,2024-05-31,Central
1130,1,2022-12-29,Central
1131,2,2024-07-05,North
1132,1,2023-04-19,East
1133,3,2023-06-05,South
1134,4,2025-08-14,South
1135,1,2023-11-22,North
1136,4,2025-05-06,East
1137,2,2025-02-25,Central
1138,1,2023-06-16,East
1139,1,2024-04-19,North
1140,2,2024-12-24,West
1141,3,2022-08-29,South
1142,2,2025-10-24,Central
1143,1,2023-06-20,East
1144,1,2022-03-24,South
1145,2,2024-09-08,South
1146,1,2024-08-08,Central
1147,1,2023-09-03,South
1148,1,2023-07-28,Central
1149,3,2022-10-13,South
1150,4,2024-09-15,South
1151,2,2023-04-04,East
1152,3,2025-05-20,Central
1153,2,2022-05-06,Central
1154,2,2023-03-01,South
1155,1,2023-07-08,South
1156,2,2023-09-02,North
1157,4,2025-03-27,East
1158,2,2022-04-22,East
1159,2,2023-02-06,Central
1160,2,2022-05-02,Central
1161,1,2022-09-30,South
1162,3,2025-08-10,East
1163,2,2023-02-02,Central
1164,2,2023-04-16,Central
1165,2,2024-09-11,North
1166,2,2025-05-15,South
1167,1,2025-02-07,East
1168,2,2025-07-25,South
1169,1,2023-07-23,South
1170,2,2025-02-11,North
1171,3,2024-06-15,West
1172,3,2024-03-30,South
1173,2,2024-05-02,North
1174,2,2023-12-11,South
1175,1,2022-11-17,Central
1176,3,2022-06-28,Central
1177,1,2024-06-15,East
1178,2,2022-08-07,East
1179,1,2024-02-28,Central
1180,1,2023-05-07,South
1181,2,2022-03-02,South
1182,1,2024-12-13,South
1183,3,2023-06-22,North
1184,2,2024-04-27,South
1185,1,2024-09-14,Central
1186,2,2022-03-06,West
1187,1,2023-08-09,East
1188,1,2022-06-20,Central
1189,2,2025-07-20,North
1190,1,2023-06-19,South
1191,3,2023-11-24,East
1192,1,2025-09-12,West
1193,1,2022-04-18,North
1194,3,2025-03-31,East
1195,2,2024-03-24,West
1196,1,2024-10-01,West
1197,2,2023-03-28,West
1198,1,2025-05-14,South
1199,3,2023-08-13,North
1200,2,2024-11-05,East
1201,3,2022-11-23,North
1202,3,2023-08-31,Central
1203,2,2023-10-21,East
1204,3,2022-01-02,South
1205,2,2024-10-30,Central
1206,4,2023-03-10,East
1207,1,2022-05-05,South
1208,2,2025-01-09,Central
1209,2,2023-04-30,Central
1210,2,2023-10-14,West
1211,2,2025-03-19,North
1212,2,2024-03-10,East
1213,1,2024-05-22,Central
1214,1,2025-09-25,North
1215,2,2022-05-09,South
1216,2,2023-03-14,Central
1217,4,2024-01-21,North
1218,3,2023-05-16,Central
1219,4,2024-12-17,East
1220,2,2025-05-06,East
1221,1,2022-07-30,North
1222,1,2024-06-20,Central
1223,3,2022-02-14,South
1224,2,2025-01-25,East
1225,1,2025-07-26,West
1226,2,2023-06-19,West
1227,4,2023-04-06,Central
1228,2,2023-01-26,East
1229,2,2024-12-03,South
1230,2,2022-01-27,Central
1231,1,2024-03-04,West
1232,2,2025-01-25,South
1233,2,2024-09-01,North
1234,1,2023-07-02,Central
1235,3,2023-09-13,South
1236,2,2023-07-21,West
1237,3,2023-12-05,East
1238,3,2025-05-27,South
1239,1,2022-07-04,West
1240,2,2024-12-28,North
1241,2,2025-02-27,East
1242,3,2024-04-27,East
1243,1,2023-08-22,East
1244,2,2024-03-16,West
1245,2,2025-09-19,Central
1246,1,2025-03-23,Central
1247,1,2022-03-20,North
1248,2,2023-08-02,South
1249,3,2023-02-17,East
1250,2,2023-06-30,Central
1251,2,2022-06-18,Central
1252,2,2023-11-12,Central
1253,2,2023-08-06,South
1254,1,2023-05-30,East
1255,3,2025-08-30,East
1256,1,2022-02-01,North
1257,2,2022-10-14,North
1258,1,2023-08-17,Central
1259,1,2024-12-02,South
1260,2,2023-09-09,South
1261,1,2024-10-21,North
1262,3,2022-09-27,Central
1263,1,2025-04-18,East
1264,2,2023-06-02,West
1265,2,2025-01-31,Central
1266,1,2024-10-30,South
1267,1,2023-08-06,West
1268,2,2025-01-18,North
1269,2,2022-08-14,South
1270,2,2023-11-01,Central
1271,2,2024-07-05,Central
1272,2,2022-05-06,South
1273,1,2024-08-13,South
1274,2,2025-05-17,East
1275,4,2025-01-25,North
1276,2,2022-03-15,South
1277,2,2025-04-29,South
1278,2,2022-02-25,South
1279,3,2023-12-21,Central
1280,3,2023-07-07,South
1281,2,2022-02-01,South
1282,4,2023-07-28,East
1283,1,2023-10-29,Central
1284,1,2022-10-11,South
1285,3,2022-07-06,North
1286,3,2023-05-13,South
1287,1,2022-05-10,West
1288,1,2023-10-01,East
1289,1,2025-08-08,Central
1290,1,2022-04-24,Central
1291,3,2025-05-07,Central
1292,2,2022-01-13,West
1293,2,2025-07-18,East
1294,2,2025-05-23,North
1295,1,2023-03-20,Central
1296,1,2023-03-23,South
1297,2,2024-09-12,North
1298,4,2024-09-19,West
1299,3,2023-12-16,South
1300,1,2022-03-15,East
1301,3,2023-06-21,East
1302,3,2022-04-11,East
1303,3,2022-06-25,Central
1304,2,2023-03-03,South
1305,2,2025-02-14,East
1306,2,2025-04-04,East
1307,1,2022-02-10,West
1308,1,2023-03-05,Central
1309,1,2022-12-10,South
1310,2,2023-01-01,West
1311,3,2025-02-17,North
1312,2,2023-09-01,Central
1313,1,2023-10-19,South
1314,4,2023-12-29,West
1315,4,2022-08-17,North
1316,3,2024-04-04,South
1317,4,2025-02-27,East
1318,2,2025-10-07,Central
1319,4,2024-06-07,East
1320,1,2025-09-03,Central
1321,2,2024-09-10,East
1322,1,2024-04-15,East
1323,1,2025-09-22,North
1324,1,2025-07-20,Central
1325,2,2022-04-27,South
1326,3,2024-03-28,Central
1327,2,2023-01-03,Central
1328,1,2025-01-22,Central
1329,3,2022-06-17,East
1330,2,2024-08-11,West
1331,2,2025-09-26,Central
1332,2,2023-10-23,North
1333,1,2023-11-26,West
1334,2,2024-07-13,North
1335,3,2022-06-01,East
1336,1,2023-08-09,North
1337,2,2024-07-01,South
1338,3,2022-10-01,South
1339,2,2023-05-11,East
1340,1,2022-04-11,West
1341,1,2023-07-11,North
1342,1,2025-01-10,East
1343,2,2022-03-14,South
1344,2,2024-11-03,East
1345,1,2022-06-06,West
1346,4,2024-01-05,East
1347,2,2022-05-12,West
1348,1,2025-09-23,South
1349,2,2024-10-15,Central
1350,2,2025-10-31,East
1351,1,2023-07-13,East
1352,1,2022-04-17,West
1353,3,2022-09-22,North
1354,2,2025-05-13,West
1355,2,2025-01-07,West
1356,2,2022-06-04,South
1357,1,2024-09-14,North
1358,1,2024-09-23,North
1359,2,2022-09-04,Central
1360,1,2023-06-15,West
1361,1,2024-05-07,North
1362,3,2023-06-22,South
1363,4,2023-12-30,West
1364,3,2025-03-23,Central
1365,3,2022-06-03,North
1366,1,2022-04-02,South
1367,4,2022-12-04,Central
1368,1,2025-02-28,North
1369,4,2023-03-26,South
1370,4,2024-03-20,Central
1371,2,2024-02-26,West
1372,4,2022-09-30,South
1373,2,2023-08-11,North
1374,1,2022-06-26,North
1375,2,2024-04-10,South
1376,2,2023-10-05,Central
1377,1,2024-12-08,East
1378,2,2023-07-21,West
1379,4,2023-10-28,Central
1380,1,2025-10-10,East
1381,3,2025-08-24,South
1382,3,2024-05-17,East
1383,4,2024-12-05,Central
1384,4,2022-10-29,Central
1385,2,2024-05-17,North
1386,4,2024-06-30,West
1387,3,2023-02-12,East
1388,1,2025-04-27,Central
1389,2,2024-04-01,North
1390,2,2025-02-26,East
1391,1,2023-07-15,Central
1392,2,2025-07-13,East
1393,2,2025-02-15,East
1394,1,2023-04-09,North
1395,2,2022-05-24,South
1396,3,2023-03-18,South
1397,2,2025-05-08,Central
1398,1,2025-03-26,South
1399,1,2023-05-02,East
1400,2,2024-05-09,West
1401,4,2025-03-03,North
1402,1,2022-05-28,East
1403,2,2025-09-21,West
1404,1,2024-12-30,Central
1405,2,2025-06-10,West
1406,3,2025-09-19,West
1407,3,2024-03-21,North
1408,1,2023-10-28,Central
1409,2,2022-03-31,North
1410,1,2025-09-19,Central
1411,2,2022-07-18,South
1412,2,2025-03-30,Central
1413,1,2023-06-22,West
1414,1,2025-02-18,Central
1415,2,2022-10-28,South
1416,3,2023-12-25,East
1417,4,2024-08-20,West
1418,1,2022-03-09,Central
1419,3,2023-04-04,North
1420,2,2023-02-02,Central
1421,2,2023-09-12,Central
1422,3,2025-08-02,South
1423,3,2025-03-09,Central
1424,4,2023-12-31,East
1425,2,2023-07-10,East
1426,2,2024-02-20,South
1427,3,2024-06-12,East
1428,1,2023-09-02,West
1429,2,2024-01-18,East
1430,2,2022-10-09,West
1431,2,2023-10-23,West
1432,1,2024-07-12,West
1433,1,2024-09-22,North
1434,3,2024-01-16,Central
1435,1,2022-03-28,East
1436,2,2025-01-07,South
1437,1,2025-05-13,South
1438,1,2024-03-01,East
1439,1,2025-09-22,Central
1440,1,2025-07-01,South
1441,3,2022-10-31,West
1442,1,2022-05-10,North
1443,4,2023-08-19,East
1444,2,2025-07-23,Central
1445,2,2023-07-12,Central
1446,2,2024-06-17,South
1447,2,2025-04-21,East
1448,3,2025-07-15,South
1449,1,2025-09-07,East
1450,2,2022-03-19,Central
1451,3,2024-02-23,Central
1452,4,2025-09-24,South
1453,3,2023-11-05,Central
1454,2,2022-08-26,West
1455,3,2025-03-03,South
1456,2,2025-04-30,East
1457,2,2025-10-11,West
1458,1,2022-10-05,East
1459,2,2024-11-07,East
1460,1,2023-06-08,East
1461,2,2022-06-29,North
1462,3,2022-05-03,Central
1463,1,2025-06-23,East
1464,1,2025-10-28,North
1465,1,2024-12-10,Central
1466,4,2024-12-30,Central
1467,2,2023-04-25,Central
1468,2,2024-11-08,South
1469,3,2022-03-25,North
1470,3,2025-03-24,East
1471,2,2023-07-19,North
1472,2,2023-09-11,Central
1473,3,2022-12-23,South
1474,2,2024-03-26,South
1475,1,2023-10-09,East
1476,3,2023-03-19,South
1477,2,2024-12-28,Central
1478,1,2023-06-07,East
1479,2,2022-05-23,North
1480,1,2022-07-11,South
1481,1,2023-01-13,East
1482,3,2023-08-04,North
1483,1,2023-06-19,West
1484,2,2025-08-09,East
1485,2,2024-10-29,West
1486,1,2025-07-18,Central
1487,4,2022-04-03,Central
1488,1,2023-06-13,Central
1489,2,2025-03-23,South
1490,2,2023-02-09,North
1491,1,2024-04-19,South
1492,1,2025-03-18,Central
1493,3,2024-06-07,Central
1494,4,2025-07-14,Central
1495,1,2023-02-26,North
1496,2,2023-04-17,Central
1497,3,2024-06-11,East
1498,3,2023-07-01,North
1499,2,2023-09-23,East
1500,2,2024-11-03,North
1501,2,2024-02-17,East
1502,2,2022-12-30,South
1503,3,2022-04-29,East
1504,1,2025-06-15,West
1505,2,2023-06-30,Central
1506,3,2025-04-07,West
1507,3,2023-06-06,East
1508,4,2023-09-26,Central
1509,3,2024-08-20,Central
1510,2,2024-08-15,North
1511,2,2024-06-01,East
1512,2,2024-02-19,South
1513,1,2024-05-20,North
1514,2,2023-05-31,West
1515,2,2024-07-26,Central
1516,1,2024-05-15,North
1517,3,2022-04-16,Central
1518,2,2025-01-13,Central
1519,4,2022-08-02,Central
1520,1,2025-02-18,South
1521,1,2025-03-01,Central
1522,2,2024-04-29,South
1523,1,2022-07-16,East
1524,2,2022-01-19,North
1525,3,2023-10-04,North
1526,1,2024-11-01,West
1527,2,2025-01-09,East
1528,2,2022-11-26,South
1529,2,2024-05-15,South
1530,4,2024-02-13,West
1531,3,2023-01-27,North
1532,2,2023-09-29,Central
1533,2,2022-11-03,North
1534,2,2025-07-14,South
1535,4,2024-06-13,South
1536,2,2023-10-14,East
1537,3,2024-04-20,South
1538,3,2024-10-22,South
1539,1,2023-06-04,Central
1540,3,2023-09-28,West
1541,1,2025-08-25,North
1542,2,2024-01-10,East
1543,2,2023-04-14,Central
1544,4,2022-07-31,South
1545,3,2025-02-09,North
1546,2,2024-10-28,Central
1547,3,2024-03-14,West
1548,2,2023-04-22,East
1549,4,2024-05-23,North
1550,2,2023-04-05,North
1551,2,2022-09-10,West
1552,1,2024-01-22,South
1553,3,2024-09-07,East
1554,3,2024-05-03,East
1555,2,2022-08-24,South
1556,1,2025-08-22,Central
1557,3,2023-04-23,Central
1558,1,2023-11-10,West
1559,2,2024-11-09,North
1560,4,2022-08-04,North
1561,2,2024-05-04,East
1562,1,2022-05-15,North
1563,2,2024-06-23,Central
1564,3,2025-02-26,North
1565,2,2023-02-14,East
1566,4,2025-08-10,South
1567,1,2025-06-23,West
1568,2,2022-03-27,North
1569,2,2023-07-10,East
1570,3,2025-10-30,South
1571,1,2023-01-13,Central
1572,3,2024-12-10,North
1573,2,2022-08-30,Central
1574,2,2025-08-10,Central
1575,1,2024-07-08,South
1576,3,2022-09-23,Central
1577,1,2025-02-17,North
1578,2,2023-12-13,Central
1579,1,2025-06-25,East
1580,3,2022-03-11,South
1581,2,2022-02-26,South
1582,3,2022-02-08,North
1583,1,2024-03-11,Central
1584,2,2024-11-07,North
1585,2,2024-01-02,West
1586,3,2024-04-04,East
1587,3,2024-01-26,Central
1588,1,2022-12-18,South
1589,2,2025-08-14,East
1590,1,2022-10-10,East
1591,2,2022-04-20,West
1592,1,2024-10-13,North
1593,2,2025-04-18,South
1594,2,2023-06-28,South
1595,2,2022-01-25,West
1596,2,2024-04-22,South
1597,3,2024-03-01,East
1598,2,2024-01-08,South
1599,1,2022-02-26,Central
1600,3,2022-06-29,Central
1601,1,2022-08-20,East
1602,2,2022-12-09,South
1603,2,2023-04-22,South
1604,2,2023-07-30,North
1605,1,2023-03-31,South
1606,2,2025-06-09,West
1607,4,2022-10-16,East
1608,2,2025-05-21,Central
1609,2,2022-09-15,South
1610,2,2023-06-14,West
1611,1,2023-11-18,East
1612,2,2024-07-17,East
1613,3,2022-08-17,South
1614,1,2025-06-03,East
1615,1,2023-08-19,East
1616,1,2023-03-11,West
1617,2,2024-05-31,Central
1618,4,2024-10-17,South
1619,1,2023-02-06,North
1620,2,2023-09-14,East
1621,1,2022-03-29,East
1622,4,2023-08-07,North
1623,1,2022-11-05,Central
1624,2,2024-06-24,Central
1625,3,2022-12-09,Central
1626,2,2023-03-12,South
1627,2,2022-06-26,Central
1628,2,2022-05-19,West
1629,2,2022-07-13,East
1630,1,2025-04-24,East
1631,1,2025-05-26,Central
1632,2,2025-04-02,East
1633,1,2025-03-30,South
1634,1,2024-07-31,East
1635,2,2023-06-09,East
1636,4,2024-12-01,South
1637,2,2024-07-03,Central
1638,1,2022-07-29,West
1639,1,2024-01-11,West
1640,4,2024-05-11,North
1641,1,2025-07-22,West
1642,1,2024-08-11,North
1643,2,2025-07-26,North
1644,2,2025-06-28,East
1645,2,2025-08-26,East
1646,1,2024-04-12,East
1647,1,2022-05-20,North
1648,4,2024-03-02,East
1649,1,2023-06-30,North
1650,2,2024-10-13,Central
1651,2,2022-02-26,East
1652,2,2022-04-22,West
1653,2,2022-01-05,South
1654,1,2025-04-20,North
1655,2,2024-11-02,Central
1656,3,2025-09-24,South
1657,4,2025-07-06,East
1658,1,2022-03-31,West
1659,1,2023-09-08,North
1660,4,2024-06-09,Central
1661,3,2023-11-29,East
1662,3,2025-06-27,South
1663,1,2025-07-02,North
1664,2,2024-06-16,North
1665,2,2024-08-28,Central
1666,2,2025-02-05,West
1667,2,2023-10-30,South
1668,1,2023-08-17,North
1669,2,2023-08-12,West
1670,1,2023-04-30,East
1671,2,2024-09-08,East
1672,4,2024-08-29,South
1673,2,2025-07-05,South
1674,3,2023-10-01,West
1675,1,2024-09-23,Central
1676,2,2022-10-09,North
1677,4,2024-09-12,West
1678,1,2025-01-16,East
1679,1,2025-05-12,East
1680,2,2022-01-16,South
1681,1,2025-03-20,Central
1682,3,2024-07-24,East
1683,3,2022-09-11,East
1684,2,2025-04-26,South
1685,1,2022-11-25,South
1686,2,2023-06-28,North
1687,3,2024-02-22,West
1688,1,2024-09-23,South
1689,2,2025-09-15,West
1690,2,2024-04-24,South
1691,2,2025-04-07,East
1692,1,2023-01-01,East
1693,2,2025-04-16,South
1694,1,2023-10-17,North
1695,1,2025-10-17,South
1696,3,2024-01-30,West
1697,3,2023-10-01,West
1698,1,2024-11-29,South
1699,1,2024-07-12,East
1700,1,2023-02-20,South
1701,1,2025-10-10,South
1702,1,2022-09-12,North
1703,1,2025-03-12,Central
1704,2,2023-12-11,South
1705,3,2023-07-31,South
1706,2,2024-06-18,South
1707,2,2022-01-11,North
1708,1,2022-01-26,West
1709,4,2024-08-14,North
1710,3,2023-02-25,North
1711,3,2025-05-29,West
1712,3,2023-05-11,South
1713,4,2025-06-14,West
1714,2,2022-08-25,East
1715,1,2024-10-05,South
1716,2,2022-08-07,West
1717,3,2023-04-06,North
1718,3,2023-10-25,East
1719,2,2023-09-27,East
1720,1,2025-03-13,South
1721,2,2024-09-16,West
1722,4,2022-07-08,Central
1723,2,2022-09-12,Central
1724,2,2022-03-09,West
1725,1,2023-09-08,East
1726,2,2022-12-02,South
1727,3,2023-11-02,South
1728,2,2024-03-31,East
1729,3,2024-05-23,South
1730,2,2022-10-27,Central
1731,2,2022-12-23,South
1732,1,2022-09-13,South
1733,2,2024-10-04,South
1734,2,2022-12-19,Central
1735,2,2023-06-08,West
1736,2,2024-08-07,West
1737,4,2024-01-26,South
1738,1,2022-10-11,Central
1739,3,2025-08-28,North
1740,1,2022-04-09,Central
1741,2,2022-07-16,East
1742,1,2023-04-27,South
1743,2,2024-05-27,East
1744,2,2025-06-03,West
1745,1,2023-09-07,North
1746,2,2023-09-10,Central
1747,4,2025-10-20,East
1748,1,2023-01-03,South
1749,3,2023-07-24,North
1750,2,2023-08-13,East
1751,2,2025-01-03,East
1752,1,2024-12-01,East
1753,1,2023-02-26,West
1754,1,2024-04-15,East
1755,1,2025-04-19,Central
1756,1,2023-06-29,West
1757,2,2022-03-12,Central
1758,3,2025-02-02,North
1759,3,2025-05-08,South
1760,2,2025-01-29,South
1761,1,2024-02-07,East
1762,1,2022-11-03,Central
1763,2,2023-01-12,North
1764,1,2023-10-17,North
1765,2,2023-11-09,Central
1766,2,2023-02-03,South
1767,2,2022-08-09,West
1768,2,2022-07-01,East
1769,3,2022-11-03,Central
1770,3,2023-06-06,North
1771,2,2024-10-10,North
1772,3,2022-01-04,East
1773,4,2024-05-12,Central
1774,2,2024-04-27,East
1775,2,2024-03-14,South
1776,2,2025-07-28,West
1777,4,2022-08-03,Central
1778,3,2024-08-29,Central
1779,1,2022-04-11,Central
1780,2,2024-08-20,North
1781,2,2023-07-27,North
1782,2,2025-08-25,West
1783,1,2023-10-20,Central
1784,3,2024-07-27,South
1785,2,2024-12-22,South
1786,3,2022-08-14,Central
1787,3,2022-04-15,North
1788,3,2024-02-11,South
1789,2,2025-07-02,East
1790,2,2023-03-05,East
1791,1,2023-03-10,West
1792,2,2025-05-15,South
1793,1,2024-11-17,West
1794,2,2023-11-13,East
1795,1,2025-09-21,East
1796,1,2023-08-11,West
1797,1,2024-12-28,South
1798,1,2024-05-15,North
1799,2,2024-01-16,North
1800,3,2025-04-05,South
1801,2,2024-05-13,East
1802,1,2023-01-03,Central
1803,1,2022-09-08,West
1804,1,2024-05-08,Central
1805,1,2024-05-05,South
1806,3,2025-04-08,East
1807,1,2025-01-18,South
1808,2,2023-07-15,South
1809,1,2022-10-21,North
1810,1,2024-07-07,West
1811,2,2025-03-19,Central
1812,2,2025-03-01,North
1813,1,2023-03-09,North
1814,1,2022-02-28,Central
1815,2,2024-08-26,South
1816,1,2024-04-15,Central
1817,1,2022-07-18,West
1818,4,2022-08-03,Central
1819,2,2024-06-16,East
1820,2,2023-04-17,West
1821,2,2022-09-04,East
1822,2,2023-01-17,West
1823,2,2024-09-17,East
1824,2,2025-06-16,South
1825,2,2024-07-15,East
1826,1,2025-10-22,East
1827,2,2025-04-06,Central
1828,2,2023-07-14,West
1829,3,2024-12-10,West
1830,2,2023-11-20,North
1831,2,2023-01-15,West
1832,1,2023-04-19,East
1833,2,2025-01-08,Central
1834,1,2023-11-28,Central
1835,2,2025-10-22,North
1836,1,2024-06-29,Central
1837,2,2024-08-17,North
1838,1,2023-04-23,South
1839,2,2024-09-30,East
1840,3,2024-07-14,North
1841,1,2023-12-08,West
1842,2,2025-05-22,North
1843,2,2025-10-24,North
1844,1,2024-05-03,East
1845,3,2025-02-11,West
1846,1,2024-10-13,Central
1847,2,2024-01-24,West
1848,2,2023-05-18,West
1849,2,2024-03-27,South
1850,2,2023-08-11,North
1851,1,2025-08-27,North
1852,1,2023-12-09,East
1853,3,2024-12-03,West
1854,2,2025-06-23,East
1855,3,2025-01-12,West
1856,3,2022-07-26,East
1857,3,2022-05-31,North
1858,2,2023-10-30,South
1859,2,2023-06-12,Central
1860,3,2022-06-14,West
1861,2,2024-07-05,Central
1862,1,2025-03-14,North
1863,3,2024-10-06,Central
1864,3,2022-02-06,South
1865,2,2022-11-29,North
1866,1,2023-02-07,Central
1867,2,2023-02-18,South
1868,3,2022-02-14,West
1869,3,2022-07-25,North
1870,1,2022-03-03,East
1871,1,2023-02-24,Central
1872,3,2024-05-17,South
1873,2,2024-03-30,West
1874,2,2022-01-19,South
1875,4,2022-12-31,West
1876,1,2025-08-16,South
1877,2,2024-10-27,South
1878,1,2023-03-04,South
1879,2,2025-02-14,North
1880,3,2023-08-03,Central
1881,2,2023-06-30,South
1882,4,2022-11-21,South
1883,2,2022-02-24,East
1884,2,2024-02-17,South
1885,1,2024-09-18,West
1886,2,2022-02-11,Central
1887,2,2025-08-13,East
1888,1,2022-08-19,Central
1889,2,2023-03-29,East
1890,2,2023-01-29,North
1891,3,2025-10-13,West
1892,2,2025-02-25,East
1893,2,2023-11-22,West
1894,1,2023-01-27,Central
1895,1,2025-05-01,East
1896,2,2023-08-27,Central
1897,2,2024-05-30,Central
1898,1,2025-01-06,East
1899,3,2022-03-26,West
1900,3,2024-11-19,South
1901,2,2022-02-18,Central
1902,1,2025-03-14,West
1903,3,2022-03-10,North
1904,2,2024-12-17,South
1905,3,2023-11-28,West
1906,3,2023-04-24,North
1907,3,2024-03-30,North
1908,2,2025-08-12,East
1909,1,2025-04-09,South
1910,2,2022-05-27,East
1911,2,2025-08-22,South
1912,3,2024-10-12,North
1913,1,2023-09-01,West
1914,1,2023-03-22,East
1915,3,2022-08-09,South
1916,3,2025-07-13,South
1917,3,2022-04-05,West
1918,3,2022-09-19,North
1919,2,2024-06-15,North
1920,2,2024-12-30,North
1921,3,2022-08-07,Central
1922,2,2022-04-02,Central
1923,2,2022-05-07,Central
1924,1,2022-03-21,West
1925,2,2025-06-15,West
1926,2,2024-09-09,East
1927,1,2025-10-27,West
1928,1,2024-07-04,North
1929,2,2023-05-01,West
1930,1,2023-11-25,Central
1931,1,2022-01-25,East
1932,2,2022-06-05,South
1933,3,2023-09-24,South
1934,2,2024-12-16,West
1935,1,2022-01-19,West
1936,1,2025-05-01,Central
1937,2,2022-08-25,South
1938,2,2022-10-04,Central
1939,3,2025-06-04,East
1940,2,2024-01-15,Central
1941,3,2023-07-06,East
1942,1,2025-09-08,East
1943,2,2025-03-22,East
1944,1,2023-10-01,West
1945,4,2022-08-25,Central
1946,2,2024-09-24,North
1947,2,2022-02-24,North
1948,1,2023-11-15,Central
1949,1,2022-04-19,East
1950,2,2025-04-22,West
1951,1,2025-10-23,East
1952,2,2025-05-06,North
1953,1,2025-10-26,Central
1954,2,2023-01-08,West
1955,3,2024-08-30,South
1956,3,2022-07-20,South
1957,3,2024-04-28,Central
1958,1,2023-05-24,North
1959,1,2025-09-07,Central
1960,2,2022-10-02,South
1961,2,2022-07-30,West
1962,2,2023-05-19,Central
1963,1,2025-02-15,West
1964,1,2023-12-04,East
1965,1,2022-02-11,West
1966,3,2022-11-11,South
1967,1,2024-02-27,South
1968,2,2022-11-25,Central
1969,1,2024-11-06,Central
1970,2,2022-10-10,West
1971,2,2024-07-31,South
1972,3,2022-09-15,North
1973,3,2023-07-29,North
1974,2,2023-07-28,East
1975,3,2023-09-04,Central
1976,4,2024-11-08,East
1977,3,2024-04-16,Central
1978,3,2023-02-27,North
1979,1,2025-10-28,South
1980,2,2024-01-28,South
1981,1,2024-02-02,East
1982,1,2025-01-09,North
1983,4,2023-02-28,Central
1984,2,2023-03-05,South
1985,3,2022-07-23,Central
1986,3,2022-07-15,East
1987,3,2023-12-29,Central
1988,4,2022-10-12,East
1989,1,2022-07-15,Central
1990,1,2022-11-03,North
1991,2,2022-01-14,West
1992,1,2025-03-15,Central
1993,1,2024-12-16,North
1994,2,2023-12-24,North
1995,3,2024-02-19,East
1996,2,2025-05-18,Central
1997,2,2023-06-13,East
1998,2,2024-03-08,East
1999,1,2022-12-10,North
2000,1,2025-07-26,North
2001,3,2022-07-28,Central
2002,2,2023-10-03,North
2003,3,2025-09-20,West
2004,1,2025-08-04,Central
2005,3,2022-09-09,South
2006,2,2025-07-12,West
2007,2,2022-09-28,North
2008,2,2024-07-08,West
2009,3,2023-02-23,North
2010,2,2024-03-05,West
2011,2,2025-05-19,South
2012,4,2025-10-20,East
2013,3,2025-01-04,West
2014,2,2025-09-06,North
2015,2,2023-12-26,West
2016,2,2023-03-09,South
2017,1,2022-04-19,West
2018,2,2023-10-03,North
2019,4,2024-12-06,West
2020,4,2023-01-14,North
2021,2,2025-01-24,East
2022,2,2024-08-15,South
2023,1,2022-04-13,West
2024,4,2024-06-10,South
2025,4,2024-05-03,Central
2026,2,2025-03-15,Central
2027,3,2024-11-16,South
2028,2,2023-06-14,West
2029,2,2023-11-10,North
2030,1,2024-09-15,South
2031,2,2025-01-10,West
