search_id,search_date,search_term,search_frequency
1666,2023-06-16,usb c cable,45
1667,2023-06-16,coffee,11
1668,2023-06-16,sunscreen,99
1669,2023-06-16,instant noodles,34
1670,2023-06-16,laundry detergent,49
1671,2023-06-17,energy drinks,141
1672,2023-06-17,phone charger,26
1673,2023-06-17,protein snacks,66
1674,2023-06-17,paper towels,64
1675,2023-06-17,sparkling water,107
1676,2023-06-17,usb c cable,16
1677,2023-06-17,coffee,31
1678,2023-06-17,sunscreen,148
1679,2023-06-17,instant noodles,50
1680,2023-06-17,laundry detergent,66
1681,2023-06-18,energy drinks,154
1682,2023-06-18,phone charger,15
1683,2023-06-18,protein snacks,16
1684,2023-06-18,paper towels,55
1685,2023-06-18,sparkling water,45
1686,2023-06-18,usb c cable,67
1687,2023-06-18,coffee,18
1688,2023-06-18,sunscreen,16
1689,2023-06-18,instant noodles,38
1690,2023-06-18,laundry detergent,51
1691,2023-06-19,energy drinks,92
1692,2023-06-19,phone charger,64
1693,2023-06-19,protein snacks,40
1694,2023-06-19,paper towels,49
1695,2023-06-19,sparkling water,137
1696,2023-06-19,usb c cable,35
1697,2023-06-19,coffee,39
1698,2023-06-19,sunscreen,119
1699,2023-06-19,instant noodles,63
1700,2023-06-19,laundry detergent,73
1701,2023-06-20,energy drinks,81
1702,2023-06-20,phone charger,46
1703,2023-06-20,protein snacks,74
1704,2023-06-20,paper towels,51
1705,2023-06-20,sparkling water,132
1706,2023-06-20,usb c cable,74
1707,2023-06-20,coffee,26
1708,2023-06-20,sunscreen,23
1709,2023-06-20,instant noodles,56
1710,2023-06-20,laundry detergent,49
1711,2023-06-21,energy drinks,21
1712,2023-06-21,phone charger,40
1713,2023-06-21,protein snacks,58
1714,2023-06-21,paper towels,51
1715,2023-06-21,sparkling water,49
1716,2023-06-21,usb c cable,41
1717,2023-06-21,coffee,79
1718,2023-06-21,sunscreen,40
1719,2023-06-21,instant noodles,20
1720,2023-06-21,laundry detergent,28
1721,2023-06-22,energy drinks,30
1722,2023-06-22,phone charger,17
1723,2023-06-22,protein snacks,23
1724,2023-06-22,paper towels,26
1725,2023-06-22,sparkling water,124
1726,2023-06-22,usb c cable,71
1727,2023-06-22,coffee,21
1728,2023-06-22,sunscreen,77
1729,2023-06-22,instant noodles,48
1730,2023-06-22,laundry detergent,57
1731,2023-06-23,energy drinks,108
1732,2023-06-23,phone charger,19
1733,2023-06-23,protein snacks,27
1734,2023-06-23,paper towels,61
1735,2023-06-23,sparkling water,113
1736,2023-06-23,usb c cable,59
1737,2023-06-23,coffee,69
1738,2023-06-23,sunscreen,22
1739,2023-06-23,instant noodles,60
1740,2023-06-23,laundry detergent,70
1741,2023-06-24,energy drinks,163
1742,2023-06-24,phone charger,77
1743,2023-06-24,protein snacks,76
1744,2023-06-24,paper towels,66
1745,2023-06-24,sparkling water,71
1746,2023-06-24,usb c cable,58
1747,2023-06-24,coffee,47
1748,2023-06-24,sunscreen,81
1749,2023-06-24,instant noodles,18
1750,2023-06-24,laundry detergent,29
1751,2023-06-25,energy drinks,95
1752,2023-06-25,phone charger,33
1753,2023-06-25,protein snacks,46
1754,2023-06-25,paper towels,25
1755,2023-06-25,sparkling water,67
1756,2023-06-25,usb c cable,50
1757,2023-06-25,coffee,38
1758,2023-06-25,sunscreen,95
1759,2023-06-25,instant noodles,33
1760,2023-06-25,laundry detergent,49
1761,2023-06-26,energy drinks,32
1762,2023-06-26,phone charger,51
1763,2023-06-26,protein snacks,65
1764,2023-06-26,paper towels,35
1765,2023-06-26,sparkling water,41
1766,2023-06-26,usb c cable,47
1767,2023-06-26,coffee,37
1768,2023-06-26,sunscreen,57
1769,2023-06-26,instant noodles,78
1770,2023-06-26,laundry detergent,27
1771,2023-06-27,energy drinks,44
1772,2023-06-27,phone charger,51
1773,2023-06-27,protein snacks,27
1774,2023-06-27,paper towels,48
1775,2023-06-27,sparkling water,145
1776,2023-06-27,usb c cable,48
1777,2023-06-27,coffee,39
1778,2023-06-27,sunscreen,60
1779,2023-06-27,instant noodles,74
1780,2023-06-27,laundry detergent,60
1781,2023-06-28,energy drinks,155
1782,2023-06-28,phone charger,56
1783,2023-06-28,protein snacks,71
1784,2023-06-28,paper towels,61
1785,2023-06-28,sparkling water,84
1786,2023-06-28,usb c cable,45
1787,2023-06-28,coffee,72
1788,2023-06-28,sunscreen,83
1789,2023-06-28,instant noodles,19
1790,2023-06-28,laundry detergent,48
1791,2023-06-29,energy drinks,156
1792,2023-06-29,phone charger,59
1793,2023-06-29,protein snacks,65
1794,2023-06-29,paper towels,46
1795,2023-06-29,sparkling water,155
1796,2023-06-29,usb c cable,10
1797,2023-06-29,coffee,48
1798,2023-06-29,sunscreen,93
1799,2023-06-29,instant noodles,54
1800,2023-06-29,laundry detergent,10
1801,2023-06-30,energy drinks,68
1802,2023-06-30,phone charger,43
1803,2023-06-30,protein snacks,39
1804,2023-06-30,paper towels,74
1805,2023-06-30,sparkling water,86
1806,2023-06-30,usb c cable,41
1807,2023-06-30,coffee,70
1808,2023-06-30,sunscreen,39
1809,2023-06-30,instant noodles,49
1810,2023-06-30,laundry detergent,35
1811,2023-07-01,energy drinks,44
1812,2023-07-01,phone charger,31
1813,2023-07-01,protein snacks,14
1814,2023-07-01,paper towels,73
1815,2023-07-01,sparkling water,62
1816,2023-07-01,usb c cable,23
1817,2023-07-01,coffee,78
1818,2023-07-01,sunscreen,81
1819,2023-07-01,instant noodles,48
1820,2023-07-01,laundry detergent,15
1821,2023-07-02,energy drinks,110
1822,2023-07-02,phone charger,55
1823,2023-07-02,protein snacks,35
1824,2023-07-02,paper towels,18
1825,2023-07-02,sparkling water,49
1826,2023-07-02,usb c cable,20
1827,2023-07-02,coffee,42
1828,2023-07-02,sunscreen,99
1829,2023-07-02,instant noodles,36
1830,2023-07-02,laundry detergent,49
1831,2023-07-03,energy drinks,50
1832,2023-07-03,phone charger,78
1833,2023-07-03,protein snacks,79
1834,2023-07-03,paper towels,25
1835,2023-07-03,sparkling water,124
1836,2023-07-03,usb c cable,51
1837,2023-07-03,coffee,29
1838,2023-07-03,sunscreen,54
1839,2023-07-03,instant noodles,24
1840,2023-07-03,laundry detergent,44
1841,2023-07-04,energy drinks,94
1842,2023-07-04,phone charger,25
1843,2023-07-04,protein snacks,17
1844,2023-07-04,paper towels,68
1845,2023-07-04,sparkling water,54
1846,2023-07-04,usb c cable,78
1847,2023-07-04,coffee,40
1848,2023-07-04,sunscreen,57
1849,2023-07-04,instant noodles,56
1850,2023-07-04,laundry detergent,61
1851,2023-07-05,energy drinks,114
1852,2023-07-05,phone charger,17
1853,2023-07-05,protein snacks,32
1854,2023-07-05,paper towels,77
1855,2023-07-05,sparkling water,86
1856,2023-07-05,usb c cable,14
1857,2023-07-05,coffee,40
1858,2023-07-05,sunscreen,85
1859,2023-07-05,instant noodles,50
1860,2023-07-05,laundry detergent,68
1861,2023-07-06,energy drinks,27
1862,2023-07-06,phone charger,54
1863,2023-07-06,protein snacks,48
1864,2023-07-06,paper towels,27
1865,2023-07-06,sparkling water,54
1866,2023-07-06,usb c cable,25
1867,2023-07-06,coffee,74
1868,2023-07-06,sunscreen,63
1869,2023-07-06,instant noodles,46
1870,2023-07-06,laundry detergent,76
1871,2023-07-07,energy drinks,118
1872,2023-07-07,phone charger,62
1873,2023-07-07,protein snacks,54
1874,2023-07-07,paper towels,49
1875,2023-07-07,sparkling water,108
1876,2023-07-07,usb c cable,52
1877,2023-07-07,coffee,40
1878,2023-07-07,sunscreen,45
1879,2023-07-07,instant noodles,18
1880,2023-07-07,laundry detergent,65
1881,2023-07-08,energy drinks,22
1882,2023-07-08,phone charger,53
1883,2023-07-08,protein snacks,67
1884,2023-07-08,paper towels,66
1885,2023-07-08,sparkling water,105
1886,2023-07-08,usb c cable,73
1887,2023-07-08,coffee,15
1888,2023-07-08,sunscreen,81
1889,2023-07-08,instant noodles,40
1890,2023-07-08,laundry detergent,36
1891,2023-07-09,energy drinks,79
1892,2023-07-09,phone charger,73
1893,2023-07-09,protein snacks,65
1894,2023-07-09,paper towels,56
1895,2023-07-09,sparkling water,26
1896,2023-07-09,usb c cable,30
1897,2023-07-09,coffee,32
1898,2023-07-09,sunscreen,158
1899,2023-07-09,instant noodles,72
1900,2023-07-09,laundry detergent,59
1901,2023-07-10,energy drinks,37
1902,2023-07-10,phone charger,32
1903,2023-07-10,protein snacks,69
1904,2023-07-10,paper towels,14
1905,2023-07-10,sparkling water,31
1906,2023-07-10,usb c cable,21
1907,2023-07-10,coffee,16
1908,2023-07-10,sunscreen,109
1909,2023-07-10,instant noodles,45
1910,2023-07-10,laundry detergent,27
1911,2023-07-11,energy drinks,120
1912,2023-07-11,phone charger,55
1913,2023-07-11,protein snacks,61
1914,2023-07-11,paper towels,75
1915,2023-07-11,sparkling water,129
1916,2023-07-11,usb c cable,43
1917,2023-07-11,coffee,57
1918,2023-07-11,sunscreen,168
1919,2023-07-11,instant noodles,40
1920,2023-07-11,laundry detergent,19
1921,2023-07-12,energy drinks,98
1922,2023-07-12,phone charger,23
1923,2023-07-12,protein snacks,69
1924,2023-07-12,paper towels,46
1925,2023-07-12,sparkling water,33
1926,2023-07-12,usb c cable,42
1927,2023-07-12,coffee,47
1928,2023-07-12,sunscreen,122
1929,2023-07-12,instant noodles,13
1930,2023-07-12,laundry detergent,47
1931,2023-07-13,energy drinks,150
1932,2023-07-13,phone charger,49
1933,2023-07-13,protein snacks,73
1934,2023-07-13,paper towels,75
1935,2023-07-13,sparkling water,22
1936,2023-07-13,usb c cable,67
1937,2023-07-13,coffee,48
1938,2023-07-13,sunscreen,138
1939,2023-07-13,instant noodles,17
1940,2023-07-13,laundry detergent,59
1941,2023-07-14,energy drinks,134
1942,2023-07-14,phone charger,65
1943,2023-07-14,protein snacks,78
1944,2023-07-14,paper towels,26
1945,2023-07-14,sparkling water,34
1946,2023-07-14,usb c cable,19
1947,2023-07-14,coffee,19
1948,2023-07-14,sunscreen,25
1949,2023-07-14,instant noodles,35
1950,2023-07-14,laundry detergent,17
1951,2023-07-15,energy drinks,91
1952,2023-07-15,phone charger,73
1953,2023-07-15,protein snacks,67
1954,2023-07-15,paper towels,68
1955,2023-07-15,sparkling water,80
1956,2023-07-15,usb c cable,41
1957,2023-07-15,coffee,53
1958,2023-07-15,sunscreen,36
1959,2023-07-15,instant noodles,42
1960,2023-07-15,laundry detergent,12
1961,2023-07-16,energy drinks,67
1962,2023-07-16,phone charger,66
1963,2023-07-16,protein snacks,47
1964,2023-07-16,paper towels,78
1965,2023-07-16,sparkling water,137
1966,2023-07-16,usb c cable,57
1967,2023-07-16,coffee,62
1968,2023-07-16,sunscreen,87
1969,2023-07-16,instant noodles,44
1970,2023-07-16,laundry detergent,36
1971,2023-07-17,energy drinks,55
1972,2023-07-17,phone charger,76
1973,2023-07-17,protein snacks,62
1974,2023-07-17,paper towels,65
1975,2023-07-17,sparkling water,31
1976,2023-07-17,usb c cable,34
1977,2023-07-17,coffee,38
1978,2023-07-17,sunscreen,67
1979,2023-07-17,instant noodles,71
1980,2023-07-17,laundry detergent,44
1981,2023-07-18,energy drinks,167
1982,2023-07-18,phone charger,36
1983,2023-07-18,protein snacks,27
1984,2023-07-18,paper towels,78
1985,2023-07-18,sparkling water,87
1986,2023-07-18,usb c cable,20
1987,2023-07-18,coffee,25
1988,2023-07-18,sunscreen,41
1989,2023-07-18,instant noodles,21
1990,2023-07-18,laundry detergent,35
1991,2023-07-19,energy drinks,77
1992,2023-07-19,phone charger,63
1993,2023-07-19,protein snacks,20
1994,2023-07-19,paper towels,41
1995,2023-07-19,sparkling water,152
1996,2023-07-19,usb c cable,57
1997,2023-07-19,coffee,68
1998,2023-07-19,sunscreen,37
1999,2023-07-19,instant noodles,58
2000,2023-07-19,laundry detergent,14
2001,2023-07-20,energy drinks,54
2002,2023-07-20,phone charger,58
2003,2023-07-20,protein snacks,62
2004,2023-07-20,paper towels,74
2005,2023-07-20,sparkling water,80
2006,2023-07-20,usb c cable,12
2007,2023-07-20,coffee,13
2008,2023-07-20,sunscreen,139
2009,2023-07-20,instant noodles,10
2010,2023-07-20,laundry detergent,31
2011,2023-07-21,energy drinks,174
2012,2023-07-21,phone charger,62
2013,2023-07-21,protein snacks,60
2014,2023-07-21,paper towels,24
2015,2023-07-21,sparkling water,159
2016,2023-07-21,usb c cable,11
2017,2023-07-21,coffee,35
2018,2023-07-21,sunscreen,133
2019,2023-07-21,instant noodles,42
2020,2023-07-21,laundry detergent,48
2021,2023-07-22,energy drinks,107
2022,2023-07-22,phone charger,77
2023,2023-07-22,protein snacks,78
2024,2023-07-22,paper towels,17
2025,2023-07-22,sparkling water,56
2026,2023-07-22,usb c cable,42
2027,2023-07-22,coffee,68
2028,2023-07-22,sunscreen,129
2029,2023-07-22,instant noodles,65
2030,2023-07-22,laundry detergent,31
2031,2023-07-23,energy drinks,22
2032,2023-07-23,phone charger,71
2033,2023-07-23,protein snacks,63
2034,2023-07-23,paper towels,12
2035,2023-07-23,sparkling water,36
2036,2023-07-23,usb c cable,74
2037,2023-07-23,coffee,78
2038,2023-07-23,sunscreen,115
2039,2023-07-23,instant noodles,61
2040,2023-07-23,laundry detergent,17
2041,2023-07-24,energy drinks,111
2042,2023-07-24,phone charger,33
2043,2023-07-24,protein snacks,52
2044,2023-07-24,paper towels,62
2045,2023-07-24,sparkling water,24
2046,2023-07-24,usb c cable,28
2047,2023-07-24,coffee,15
2048,2023-07-24,sunscreen,60
2049,2023-07-24,instant noodles,51
2050,2023-07-24,laundry detergent,69
2051,2023-07-25,energy drinks,23
2052,2023-07-25,phone charger,32
2053,2023-07-25,protein snacks,65
2054,2023-07-25,paper towels,14
2055,2023-07-25,sparkling water,93
2056,2023-07-25,usb c cable,23
2057,2023-07-25,coffee,43
2058,2023-07-25,sunscreen,80
2059,2023-07-25,instant noodles,19
2060,2023-07-25,laundry detergent,46
2061,2023-07-26,energy drinks,48
2062,2023-07-26,phone charger,79
2063,2023-07-26,protein snacks,49
2064,2023-07-26,paper towels,11
2065,2023-07-26,sparkling water,32
2066,2023-07-26,usb c cable,49
2067,2023-07-26,coffee,23
2068,2023-07-26,sunscreen,46
2069,2023-07-26,instant noodles,22
2070,2023-07-26,laundry detergent,17
2071,2023-07-27,energy drinks,65
2072,2023-07-27,phone charger,49
2073,2023-07-27,protein snacks,39
2074,2023-07-27,paper towels,78
2075,2023-07-27,sparkling water,121
2076,2023-07-27,usb c cable,57
2077,2023-07-27,coffee,64
2078,2023-07-27,sunscreen,45
2079,2023-07-27,instant noodles,28
2080,2023-07-27,laundry detergent,68
2081,2023-07-28,energy drinks,63
2082,2023-07-28,phone charger,41
2083,2023-07-28,protein snacks,22
2084,2023-07-28,paper towels,31
2085,2023-07-28,sparkling water,94
2086,2023-07-28,usb c cable,60
2087,2023-07-28,coffee,65
2088,2023-07-28,sunscreen,65
2089,2023-07-28,instant noodles,34
2090,2023-07-28,laundry detergent,77
2091,2023-07-29,energy drinks,45
2092,2023-07-29,phone charger,55
2093,2023-07-29,protein snacks,49
2094,2023-07-29,paper towels,77
2095,2023-07-29,sparkling water,86
2096,2023-07-29,usb c cable,37
2097,2023-07-29,coffee,10
2098,2023-07-29,sunscreen,82
2099,2023-07-29,instant noodles,16
2100,2023-07-29,laundry detergent,22
2101,2023-07-30,energy drinks,39
2102,2023-07-30,phone charger,62
2103,2023-07-30,protein snacks,34
2104,2023-07-30,paper towels,19
2105,2023-07-30,sparkling water,16
2106,2023-07-30,usb c cable,51
2107,2023-07-30,coffee,47
2108,2023-07-30,sunscreen,97
2109,2023-07-30,instant noodles,76
2110,2023-07-30,laundry detergent,69
2111,2023-07-31,energy drinks,29
2112,2023-07-31,phone charger,47
2113,2023-07-31,protein snacks,37
2114,2023-07-31,paper towels,27
2115,2023-07-31,sparkling water,99
2116,2023-07-31,usb c cable,26
2117,2023-07-31,coffee,70
2118,2023-07-31,sunscreen,18
2119,2023-07-31,instant noodles,57
2120,2023-07-31,laundry detergent,13
2121,2023-08-01,energy drinks,32
2122,2023-08-01,phone charger,40
2123,2023-08-01,protein snacks,42
2124,2023-08-01,paper towels,11
2125,2023-08-01,sparkling water,139
2126,2023-08-01,usb c cable,79
2127,2023-08-01,coffee,42
2128,2023-08-01,sunscreen,77
2129,2023-08-01,instant noodles,10
2130,2023-08-01,laundry detergent,21
2131,2023-08-02,energy drinks,104
2132,2023-08-02,phone charger,38
2133,2023-08-02,protein snacks,26
2134,2023-08-02,paper towels,19
2135,2023-08-02,sparkling water,28
2136,2023-08-02,usb c cable,48
2137,2023-08-02,coffee,15
2138,2023-08-02,sunscreen,42
2139,2023-08-02,instant noodles,74
2140,2023-08-02,laundry detergent,77
2141,2023-08-03,energy drinks,32
2142,2023-08-03,phone charger,61
2143,2023-08-03,protein snacks,33
2144,2023-08-03,paper towels,43
2145,2023-08-03,sparkling water,93
2146,2023-08-03,usb c cable,56
2147,2023-08-03,coffee,46
2148,2023-08-03,sunscreen,88
2149,2023-08-03,instant noodles,40
2150,2023-08-03,laundry detergent,67
2151,2023-08-04,energy drinks,18
2152,2023-08-04,phone charger,56
2153,2023-08-04,protein snacks,70
2154,2023-08-04,paper towels,75
2155,2023-08-04,sparkling water,22
2156,2023-08-04,usb c cable,12
2157,2023-08-04,coffee,67
2158,2023-08-04,sunscreen,87
2159,2023-08-04,instant noodles,42
2160,2023-08-04,laundry detergent,34
2161,2023-08-05,energy drinks,22
2162,2023-08-05,phone charger,20
2163,2023-08-05,protein snacks,66
2164,2023-08-05,paper towels,57
2165,2023-08-05,sparkling water,25
2166,2023-08-05,usb c cable,30
2167,2023-08-05,coffee,18
2168,2023-08-05,sunscreen,58
2169,2023-08-05,instant noodles,49
2170,2023-08-05,laundry detergent,66
2171,2023-08-06,energy drinks,130
2172,2023-08-06,phone charger,75
2173,2023-08-06,protein snacks,67
2174,2023-08-06,paper towels,54
2175,2023-08-06,sparkling water,76
2176,2023-08-06,usb c cable,57
2177,2023-08-06,coffee,45
2178,2023-08-06,sunscreen,59
2179,2023-08-06,instant noodles,20
2180,2023-08-06,laundry detergent,22
2181,2023-08-07,energy drinks,93
2182,2023-08-07,phone charger,58
2183,2023-08-07,protein snacks,26
2184,2023-08-07,paper towels,46
2185,2023-08-07,sparkling water,130
2186,2023-08-07,usb c cable,39
2187,2023-08-07,coffee,13
2188,2023-08-07,sunscreen,48
2189,2023-08-07,instant noodles,27
2190,2023-08-07,laundry detergent,41
2191,2023-08-08,energy drinks,35
2192,2023-08-08,phone charger,75
2193,2023-08-08,protein snacks,71
2194,2023-08-08,paper towels,49
2195,2023-08-08,sparkling water,97
2196,2023-08-08,usb c cable,67
2197,2023-08-08,coffee,35
2198,2023-08-08,sunscreen,79
2199,2023-08-08,instant noodles,29
2200,2023-08-08,laundry detergent,51
2201,2023-08-09,energy drinks,131
2202,2023-08-09,phone charger,52
2203,2023-08-09,protein snacks,36
2204,2023-08-09,paper towels,58
2205,2023-08-09,sparkling water,96
2206,2023-08-09,usb c cable,58
2207,2023-08-09,coffee,52
2208,2023-08-09,sunscreen,42
2209,2023-08-09,instant noodles,73
2210,2023-08-09,laundry detergent,43
2211,2023-08-10,energy drinks,19
2212,2023-08-10,phone charger,75
2213,2023-08-10,protein snacks,58
2214,2023-08-10,paper towels,45
2215,2023-08-10,sparkling water,77
2216,2023-08-10,usb c cable,59
2217,2023-08-10,coffee,41
2218,2023-08-10,sunscreen,150
2219,2023-08-10,instant noodles,57
2220,2023-08-10,laundry detergent,79
2221,2023-08-11,energy drinks,114
2222,2023-08-11,phone charger,19
2223,2023-08-11,protein snacks,11
2224,2023-08-11,paper towels,28
2225,2023-08-11,sparkling water,146
2226,2023-08-11,usb c cable,79
2227,2023-08-11,coffee,32
2228,2023-08-11,sunscreen,146
2229,2023-08-11,instant noodles,25
2230,2023-08-11,laundry detergent,26
2231,2023-08-12,energy drinks,79
2232,2023-08-12,phone charger,46
2233,2023-08-12,protein snacks,28
2234,2023-08-12,paper towels,78
2235,2023-08-12,sparkling water,18
2236,2023-08-12,usb c cable,60
2237,2023-08-12,coffee,34
2238,2023-08-12,sunscreen,101
2239,2023-08-12,instant noodles,18
2240,2023-08-12,laundry detergent,61
2241,2023-08-13,energy drinks,101
2242,2023-08-13,phone charger,48
2243,2023-08-13,protein snacks,11
2244,2023-08-13,paper towels,71
2245,2023-08-13,sparkling water,130
2246,2023-08-13,usb c cable,60
2247,2023-08-13,coffee,33
2248,2023-08-13,sunscreen,107
2249,2023-08-13,instant noodles,28
2250,2023-08-13,laundry detergent,47
2251,2023-08-14,energy drinks,62
2252,2023-08-14,phone charger,26
2253,2023-08-14,protein snacks,39
2254,2023-08-14,paper towels,17
2255,2023-08-14,sparkling water,106
2256,2023-08-14,usb c cable,20
2257,2023-08-14,coffee,62
2258,2023-08-14,sunscreen,86
2259,2023-08-14,instant noodles,58
2260,2023-08-14,laundry detergent,71
2261,2023-08-15,energy drinks,120
2262,2023-08-15,phone charger,40
2263,2023-08-15,protein snacks,15
2264,2023-08-15,paper towels,60
2265,2023-08-15,sparkling water,48
2266,2023-08-15,usb c cable,50
2267,2023-08-15,coffee,51
2268,2023-08-15,sunscreen,49
2269,2023-08-15,instant noodles,53
2270,2023-08-15,laundry detergent,69
2271,2023-08-16,energy drinks,158
2272,2023-08-16,phone charger,56
2273,2023-08-16,protein snacks,31
2274,2023-08-16,paper towels,30
2275,2023-08-16,sparkling water,83
2276,2023-08-16,usb c cable,35
2277,2023-08-16,coffee,17
2278,2023-08-16,sunscreen,102
2279,2023-08-16,instant noodles,28
2280,2023-08-16,laundry detergent,72
2281,2023-08-17,energy drinks,103
2282,2023-08-17,phone charger,35
2283,2023-08-17,protein snacks,13
2284,2023-08-17,paper towels,46
2285,2023-08-17,sparkling water,62
2286,2023-08-17,usb c cable,73
2287,2023-08-17,coffee,12
2288,2023-08-17,sunscreen,28
2289,2023-08-17,instant noodles,35
2290,2023-08-17,laundry detergent,49
2291,2023-08-18,energy drinks,49
2292,2023-08-18,phone charger,65
2293,2023-08-18,protein snacks,36
2294,2023-08-18,paper towels,59
2295,2023-08-18,sparkling water,133
2296,2023-08-18,usb c cable,52
2297,2023-08-18,coffee,76
2298,2023-08-18,sunscreen,101
2299,2023-08-18,instant noodles,32
2300,2023-08-18,laundry detergent,78
2301,2023-08-19,energy drinks,21
2302,2023-08-19,phone charger,19
2303,2023-08-19,protein snacks,75
2304,2023-08-19,paper towels,29
2305,2023-08-19,sparkling water,107
2306,2023-08-19,usb c cable,43
2307,2023-08-19,coffee,69
2308,2023-08-19,sunscreen,26
2309,2023-08-19,instant noodles,63
2310,2023-08-19,laundry detergent,26
2311,2023-08-20,energy drinks,115
2312,2023-08-20,phone charger,31
2313,2023-08-20,protein snacks,56
2314,2023-08-20,paper towels,13
2315,2023-08-20,sparkling water,90
2316,2023-08-20,usb c cable,49
2317,2023-08-20,coffee,78
2318,2023-08-20,sunscreen,44
2319,2023-08-20,instant noodles,76
2320,2023-08-20,laundry detergent,79
2321,2023-08-21,energy drinks,70
2322,2023-08-21,phone charger,15
2323,2023-08-21,protein snacks,25
2324,2023-08-21,paper towels,12
2325,2023-08-21,sparkling water,102
2326,2023-08-21,usb c cable,38
2327,2023-08-21,coffee,40
2328,2023-08-21,sunscreen,82
2329,2023-08-21,instant noodles,52
2330,2023-08-21,laundry detergent,23
2331,2023-08-22,energy drinks,61
2332,2023-08-22,phone charger,33
2333,2023-08-22,protein snacks,74
2334,2023-08-22,paper towels,19
2335,2023-08-22,sparkling water,119
2336,2023-08-22,usb c cable,72
2337,2023-08-22,coffee,17
2338,2023-08-22,sunscreen,113
2339,2023-08-22,instant noodles,50
2340,2023-08-22,laundry detergent,55
2341,2023-08-23,energy drinks,44
2342,2023-08-23,phone charger,62
2343,2023-08-23,protein snacks,26
2344,2023-08-23,paper towels,37
2345,2023-08-23,sparkling water,48
2346,2023-08-23,usb c cable,47
2347,2023-08-23,coffee,32
2348,2023-08-23,sunscreen,100
2349,2023-08-23,instant noodles,41
2350,2023-08-23,laundry detergent,78
2351,2023-08-24,energy drinks,33
2352,2023-08-24,phone charger,37
2353,2023-08-24,protein snacks,76
2354,2023-08-24,paper towels,45
2355,2023-08-24,sparkling water,127
2356,2023-08-24,usb c cable,41
2357,2023-08-24,coffee,34
2358,2023-08-24,sunscreen,115
2359,2023-08-24,instant noodles,51
2360,2023-08-24,laundry detergent,75
2361,2023-08-25,energy drinks,40
2362,2023-08-25,phone charger,53
2363,2023-08-25,protein snacks,73
2364,2023-08-25,paper towels,43
2365,2023-08-25,sparkling water,157
2366,2023-08-25,usb c cable,65
2367,2023-08-25,coffee,24
2368,2023-08-25,sunscreen,107
2369,2023-08-25,instant noodles,19
2370,2023-08-25,laundry detergent,67
2371,2023-08-26,energy drinks,64
2372,2023-08-26,phone charger,50
2373,2023-08-26,protein snacks,36
2374,2023-08-26,paper towels,72
2375,2023-08-26,sparkling water,127
2376,2023-08-26,usb c cable,68
2377,2023-08-26,coffee,38
2378,2023-08-26,sunscreen,36
2379,2023-08-26,instant noodles,60
2380,2023-08-26,laundry detergent,38
2381,2023-08-27,energy drinks,71
2382,2023-08-27,phone charger,66
2383,2023-08-27,protein snacks,75
2384,2023-08-27,paper towels,13
2385,2023-08-27,sparkling water,34
2386,2023-08-27,usb c cable,49
2387,2023-08-27,coffee,38
2388,2023-08-27,sunscreen,76
2389,2023-08-27,instant noodles,29
2390,2023-08-27,laundry detergent,38
2391,2023-08-28,energy drinks,46
2392,2023-08-28,phone charger,38
2393,2023-08-28,protein snacks,52
2394,2023-08-28,paper towels,15
2395,2023-08-28,sparkling water,46
2396,2023-08-28,usb c cable,17
2397,2023-08-28,coffee,32
2398,2023-08-28,sunscreen,39
2399,2023-08-28,instant noodles,66
2400,2023-08-28,laundry detergent,49
2401,2023-08-29,energy drinks,41
2402,2023-08-29,phone charger,34
2403,2023-08-29,protein snacks,61
2404,2023-08-29,paper towels,36
2405,2023-08-29,sparkling water,125
2406,2023-08-29,usb c cable,46
2407,2023-08-29,coffee,18
2408,2023-08-29,sunscreen,93
2409,2023-08-29,instant noodles,65
2410,2023-08-29,laundry detergent,76
2411,2023-08-30,energy drinks,97
2412,2023-08-30,phone charger,56
2413,2023-08-30,protein snacks,46
2414,2023-08-30,paper towels,44
2415,2023-08-30,sparkling water,78
2416,2023-08-30,usb c cable,50
2417,2023-08-30,coffee,59
2418,2023-08-30,sunscreen,105
2419,2023-08-30,instant noodles,50
2420,2023-08-30,laundry detergent,64
2421,2023-08-31,energy drinks,138
2422,2023-08-31,phone charger,66
2423,2023-08-31,protein snacks,58
2424,2023-08-31,paper towels,11
2425,2023-08-31,sparkling water,97
2426,2023-08-31,usb c cable,72
2427,2023-08-31,coffee,14
2428,2023-08-31,sunscreen,138
2429,2023-08-31,instant noodles,74
2430,2023-08-31,laundry detergent,79
2431,2023-09-01,energy drinks,29
2432,2023-09-01,phone charger,19
2433,2023-09-01,protein snacks,42
2434,2023-09-01,paper towels,13
2435,2023-09-01,sparkling water,25
2436,2023-09-01,usb c cable,40
2437,2023-09-01,coffee,19
2438,2023-09-01,sunscreen,68
2439,2023-09-01,instant noodles,74
2440,2023-09-01,laundry detergent,49
2441,2023-09-02,energy drinks,50
2442,2023-09-02,phone charger,30
2443,2023-09-02,protein snacks,37
2444,2023-09-02,paper towels,18
2445,2023-09-02,sparkling water,30
2446,2023-09-02,usb c cable,72
2447,2023-09-02,coffee,73
2448,2023-09-02,sunscreen,16
2449,2023-09-02,instant noodles,58
2450,2023-09-02,laundry detergent,28
2451,2023-09-03,energy drinks,12
2452,2023-09-03,phone charger,19
2453,2023-09-03,protein snacks,32
2454,2023-09-03,paper towels,77
