calendar_date,year,month,day_of_week,season,is_weekend,is_holiday,temperature
2024-05-30,2024,5,Thursday,Spring,0,0,63
2024-05-31,2024,5,Friday,Spring,0,0,61
2024-06-01,2024,6,Saturday,Summer,1,0,71
2024-06-02,2024,6,Sunday,Summer,1,0,78
2024-06-03,2024,6,Monday,Summer,0,0,83
2024-06-04,2024,6,Tuesday,Summer,0,0,66
2024-06-05,2024,6,Wednesday,Summer,0,0,81
2024-06-06,2024,6,Thursday,Summer,0,0,73
2024-06-07,2024,6,Friday,Summer,0,0,81
2024-06-08,2024,6,Saturday,Summer,1,0,72
2024-06-09,2024,6,Sunday,Summer,1,0,65
2024-06-10,2024,6,Monday,Summer,0,0,66
2024-06-11,2024,6,Tuesday,Summer,0,0,78
2024-06-12,2024,6,Wednesday,Summer,0,0,79
2024-06-13,2024,6,Thursday,Summer,0,0,71
2024-06-14,2024,6,Friday,Summer,0,0,82
2024-06-15,2024,6,Saturday,Summer,1,0,66
2024-06-16,2024,6,Sunday,Summer,1,0,77
2024-06-17,2024,6,Monday,Summer,0,0,69
2024-06-18,2024,6,Tuesday,Summer,0,0,73
2024-06-19,2024,6,Wednesday,Summer,0,0,78
2024-06-20,2024,6,Thursday,Summer,0,0,71
2024-06-21,2024,6,Friday,Summer,0,0,75
2024-06-22,2024,6,Saturday,Summer,1,0,85
2024-06-23,2024,6,Sunday,Summer,1,0,73
2024-06-24,2024,6,Monday,Summer,0,0,83
2024-06-25,2024,6,Tuesday,Summer,0,0,70
2024-06-26,2024,6,Wednesday,Summer,0,0,81
2024-06-27,2024,6,Thursday,Summer,0,0,88
2024-06-28,2024,6,Friday,Summer,0,0,60
2024-06-29,2024,6,Saturday,Summer,1,0,72
2024-06-30,2024,6,Sunday,Summer,1,0,82
2024-07-01,2024,7,Monday,Summer,0,0,76
2024-07-02,2024,7,Tuesday,Summer,0,0,80
2024-07-03,2024,7,Wednesday,Summer,0,0,73
2024-07-04,2024,7,Thursday,Summer,0,1,78
2024-07-05,2024,7,Friday,Summer,0,0,76
2024-07-06,2024,7,Saturday,Summer,1,0,86
2024-07-07,2024,7,Sunday,Summer,1,0,79
2024-07-08,2024,7,Monday,Summer,0,0,80
2024-07-09,2024,7,Tuesday,Summer,0,0,75
2024-07-10,2024,7,Wednesday,Summer,0,0,74
2024-07-11,2024,7,Thursday,Summer,0,0,74
2024-07-12,2024,7,Friday,Summer,0,0,80
2024-07-13,2024,7,Saturday,Summer,1,0,75
2024-07-14,2024,7,Sunday,Summer,1,0,80
2024-07-15,2024,7,Monday,Summer,0,0,92
2024-07-16,2024,7,Tuesday,Summer,0,0,84
2024-07-17,2024,7,Wednesday,Summer,0,0,75
2024-07-18,2024,7,Thursday,Summer,0,0,86
2024-07-19,2024,7,Friday,Summer,0,0,75
2024-07-20,2024,7,Saturday,Summer,1,0,63
2024-07-21,2024,7,Sunday,Summer,1,0,70
2024-07-22,2024,7,Monday,Summer,0,0,64
2024-07-23,2024,7,Tuesday,Summer,0,0,75
2024-07-24,2024,7,Wednesday,Summer,0,0,78
2024-07-25,2024,7,Thursday,Summer,0,0,89
2024-07-26,2024,7,Friday,Summer,0,0,80
2024-07-27,2024,7,Saturday,Summer,1,0,76
2024-07-28,2024,7,Sunday,Summer,1,0,83
2024-07-29,2024,7,Monday,Summer,0,0,62
2024-07-30,2024,7,Tuesday,Summer,0,0,79
2024-07-31,2024,7,Wednesday,Summer,0,0,83
2024-08-01,2024,8,Thursday,Summer,0,0,67
2024-08-02,2024,8,Friday,Summer,0,0,86
2024-08-03,2024,8,Saturday,Summer,1,0,80
2024-08-04,2024,8,Sunday,Summer,1,0,75
2024-08-05,2024,8,Monday,Summer,0,0,82
2024-08-06,2024,8,Tuesday,Summer,0,0,93
2024-08-07,2024,8,Wednesday,Summer,0,0,79
2024-08-08,2024,8,Thursday,Summer,0,0,79
2024-08-09,2024,8,Friday,Summer,0,0,74
2024-08-10,2024,8,Saturday,Summer,1,0,72
2024-08-11,2024,8,Sunday,Summer,1,0,83
2024-08-12,2024,8,Monday,Summer,0,0,72
2024-08-13,2024,8,Tuesday,Summer,0,0,78
2024-08-14,2024,8,Wednesday,Summer,0,0,74
2024-08-15,2024,8,Thursday,Summer,0,0,81
2024-08-16,2024,8,Friday,Summer,0,0,80
2024-08-17,2024,8,Saturday,Summer,1,0,85
2024-08-18,2024,8,Sunday,Summer,1,0,74
2024-08-19,2024,8,Monday,Summer,0,0,76
2024-08-20,2024,8,Tuesday,Summer,0,0,71
2024-08-21,2024,8,Wednesday,Summer,0,0,74
2024-08-22,2024,8,Thursday,Summer,0,0,80
2024-08-23,2024,8,Friday,Summer,0,0,83
2024-08-24,2024,8,Saturday,Summer,1,0,71
2024-08-25,2024,8,Sunday,Summer,1,0,84
2024-08-26,2024,8,Monday,Summer,0,0,87
2024-08-27,2024,8,Tuesday,Summer,0,0,80
2024-08-28,2024,8,Wednesday,Summer,0,0,91
2024-08-29,2024,8,Thursday,Summer,0,0,72
2024-08-30,2024,8,Friday,Summer,0,0,69
2024-08-31,2024,8,Saturday,Summer,1,0,65
2024-09-01,2024,9,Sunday,Fall,1,0,65
2024-09-02,2024,9,Monday,Fall,0,1,59
2024-09-03,2024,9,Tuesday,Fall,0,0,54
2024-09-04,2024,9,Wednesday,Fall,0,0,56
2024-09-05,2024,9,Thursday,Fall,0,0,47
2024-09-06,2024,9,Friday,Fall,0,0,72
2024-09-07,2024,9,Saturday,Fall,1,0,55
2024-09-08,2024,9,Sunday,Fall,1,0,55
2024-09-09,2024,9,Monday,Fall,0,0,60
2024-09-10,2024,9,Tuesday,Fall,0,0,58
2024-09-11,2024,9,Wednesday,Fall,0,0,56
2024-09-12,2024,9,Thursday,Fall,0,0,49
2024-09-13,2024,9,Friday,Fall,0,0,58
2024-09-14,2024,9,Saturday,Fall,1,0,68
2024-09-15,2024,9,Sunday,Fall,1,0,64
2024-09-16,2024,9,Monday,Fall,0,0,66
2024-09-17,2024,9,Tuesday,Fall,0,0,51
2024-09-18,2024,9,Wednesday,Fall,0,0,48
2024-09-19,2024,9,Thursday,Fall,0,0,54
2024-09-20,2024,9,Friday,Fall,0,0,55
2024-09-21,2024,9,Saturday,Fall,1,0,62
2024-09-22,2024,9,Sunday,Fall,1,0,43
2024-09-23,2024,9,Monday,Fall,0,0,65
2024-09-24,2024,9,Tuesday,Fall,0,0,53
2024-09-25,2024,9,Wednesday,Fall,0,0,52
2024-09-26,2024,9,Thursday,Fall,0,0,47
2024-09-27,2024,9,Friday,Fall,0,0,43
2024-09-28,2024,9,Saturday,Fall,1,0,60
2024-09-29,2024,9,Sunday,Fall,1,0,55
2024-09-30,2024,9,Monday,Fall,0,0,45
2024-10-01,2024,10,Tuesday,Fall,0,0,45
2024-10-02,2024,10,Wednesday,Fall,0,0,52
2024-10-03,2024,10,Thursday,Fall,0,0,66
2024-10-04,2024,10,Friday,Fall,0,0,53
2024-10-05,2024,10,Saturday,Fall,1,0,44
2024-10-06,2024,10,Sunday,Fall,1,0,53
2024-10-07,2024,10,Monday,Fall,0,0,53
2024-10-08,2024,10,Tuesday,Fall,0,0,36
2024-10-09,2024,10,Wednesday,Fall,0,0,54
2024-10-10,2024,10,Thursday,Fall,0,0,53
2024-10-11,2024,10,Friday,Fall,0,0,59
2024-10-12,2024,10,Saturday,Fall,1,0,67
2024-10-13,2024,10,Sunday,Fall,1,0,62
2024-10-14,2024,10,Monday,Fall,0,0,53
2024-10-15,2024,10,Tuesday,Fall,0,0,47
2024-10-16,2024,10,Wednesday,Fall,0,0,73
2024-10-17,2024,10,Thursday,Fall,0,0,55
2024-10-18,2024,10,Friday,Fall,0,0,55
2024-10-19,2024,10,Saturday,Fall,1,0,54
2024-10-20,2024,10,Sunday,Fall,1,0,56
2024-10-21,2024,10,Monday,Fall,0,0,53
2024-10-22,2024,10,Tuesday,Fall,0,0,50
2024-10-23,2024,10,Wednesday,Fall,0,0,51
2024-10-24,2024,10,Thursday,Fall,0,0,54
2024-10-25,2024,10,Friday,Fall,0,0,51
2024-10-26,2024,10,Saturday,Fall,1,0,50
2024-10-27,2024,10,Sunday,Fall,1,0,55
2024-10-28,2024,10,Monday,Fall,0,0,53
2024-10-29,2024,10,Tuesday,Fall,0,0,65
2024-10-30,2024,10,Wednesday,Fall,0,0,36
2024-10-31,2024,10,Thursday,Fall,0,0,62
2024-11-01,2024,11,Friday,Fall,0,0,63
2024-11-02,2024,11,Saturday,Fall,1,0,40
2024-11-03,2024,11,Sunday,Fall,1,0,52
2024-11-04,2024,11,Monday,Fall,0,0,52
2024-11-05,2024,11,Tuesday,Fall,0,0,45
2024-11-06,2024,11,Wednesday,Fall,0,0,49
2024-11-07,2024,11,Thursday,Fall,0,0,47
2024-11-08,2024,11,Friday,Fall,0,0,67
2024-11-09,2024,11,Saturday,Fall,1,0,61
2024-11-10,2024,11,Sunday,Fall,1,0,63
2024-11-11,2024,11,Monday,Fall,0,0,60
2024-11-12,2024,11,Tuesday,Fall,0,0,47
2024-11-13,2024,11,Wednesday,Fall,0,0,51
2024-11-14,2024,11,Thursday,Fall,0,0,58
2024-11-15,2024,11,Friday,Fall,0,0,46
2024-11-16,2024,11,Saturday,Fall,1,0,59
2024-11-17,2024,11,Sunday,Fall,1,0,53
2024-11-18,2024,11,Monday,Fall,0,0,52
2024-11-19,2024,11,Tuesday,Fall,0,0,59
2024-11-20,2024,11,Wednesday,Fall,0,0,58
2024-11-21,2024,11,Thursday,Fall,0,0,52
2024-11-22,2024,11,Friday,Fall,0,0,63
2024-11-23,2024,11,Saturday,Fall,1,0,47
2024-11-24,2024,11,Sunday,Fall,1,0,59
2024-11-25,2024,11,Monday,Fall,0,0,59
2024-11-26,2024,11,Tuesday,Fall,0,0,52
2024-11-27,2024,11,Wednesday,Fall,0,0,57
2024-11-28,2024,11,Thursday,Fall,0,1,46
2024-11-29,2024,11,Friday,Fall,0,0,61
2024-11-30,2024,11,Saturday,Fall,1,0,53
2024-12-01,2024,12,Sunday,Winter,1,0,38
2024-12-02,2024,12,Monday,Winter,0,0,49
2024-12-03,2024,12,Tuesday,Winter,0,0,37
2024-12-04,2024,12,Wednesday,Winter,0,0,32
2024-12-05,2024,12,Thursday,Winter,0,0,31
2024-12-06,2024,12,Friday,Winter,0,0,46
2024-12-07,2024,12,Saturday,Winter,1,0,33
2024-12-08,2024,12,Sunday,Winter,1,0,54
2024-12-09,2024,12,Monday,Winter,0,0,27
2024-12-10,2024,12,Tuesday,Winter,0,0,53
2024-12-11,2024,12,Wednesday,Winter,0,0,43
2024-12-12,2024,12,Thursday,Winter,0,0,41
2024-12-13,2024,12,Friday,Winter,0,0,38
2024-12-14,2024,12,Saturday,Winter,1,0,44
2024-12-15,2024,12,Sunday,Winter,1,0,41
2024-12-16,2024,12,Monday,Winter,0,0,49
2024-12-17,2024,12,Tuesday,Winter,0,0,42
2024-12-18,2024,12,Wednesday,Winter,0,0,43
2024-12-19,2024,12,Thursday,Winter,0,0,39
2024-12-20,2024,12,Friday,Winter,0,0,41
2024-12-21,2024,12,Saturday,Winter,1,0,44
2024-12-22,2024,12,Sunday,Winter,1,0,30
2024-12-23,2024,12,Monday,Winter,0,0,32
2024-12-24,2024,12,Tuesday,Winter,0,0,47
2024-12-25,2024,12,Wednesday,Winter,0,1,43
2024-12-26,2024,12,Thursday,Winter,0,0,40
2024-12-27,2024,12,Friday,Winter,0,0,42
2024-12-28,2024,12,Saturday,Winter,1,0,44
2024-12-29,2024,12,Sunday,Winter,1,0,38
2024-12-30,2024,12,Monday,Winter,0,0,36
2024-12-31,2024,12,Tuesday,Winter,0,0,43
2025-01-01,2025,1,Wednesday,Winter,0,1,35
2025-01-02,2025,1,Thursday,Winter,0,0,44
2025-01-03,2025,1,Friday,Winter,0,0,30
2025-01-04,2025,1,Saturday,Winter,1,0,49
2025-01-05,2025,1,Sunday,Winter,1,0,45
2025-01-06,2025,1,Monday,Winter,0,0,43
2025-01-07,2025,1,Tuesday,Winter,0,0,48
2025-01-08,2025,1,Wednesday,Winter,0,0,53
2025-01-09,2025,1,Thursday,Winter,0,0,49
2025-01-10,2025,1,Friday,Winter,0,0,29
2025-01-11,2025,1,Saturday,Winter,1,0,33
2025-01-12,2025,1,Sunday,Winter,1,0,37
2025-01-13,2025,1,Monday,Winter,0,0,42
2025-01-14,2025,1,Tuesday,Winter,0,0,45
2025-01-15,2025,1,Wednesday,Winter,0,0,36
2025-01-16,2025,1,Thursday,Winter,0,0,43
2025-01-17,2025,1,Friday,Winter,0,0,36
2025-01-18,2025,1,Saturday,Winter,1,0,37
2025-01-19,2025,1,Sunday,Winter,1,0,32
2025-01-20,2025,1,Monday,Winter,0,0,35
2025-01-21,2025,1,Tuesday,Winter,0,0,32
2025-01-22,2025,1,Wednesday,Winter,0,0,35
2025-01-23,2025,1,Thursday,Winter,0,0,49
2025-01-24,2025,1,Friday,Winter,0,0,35
2025-01-25,2025,1,Saturday,Winter,1,0,60
2025-01-26,2025,1,Sunday,Winter,1,0,45
2025-01-27,2025,1,Monday,Winter,0,0,43
2025-01-28,2025,1,Tuesday,Winter,0,0,35
2025-01-29,2025,1,Wednesday,Winter,0,0,46
2025-01-30,2025,1,Thursday,Winter,0,0,37
2025-01-31,2025,1,Friday,Winter,0,0,42
2025-02-01,2025,2,Saturday,Winter,1,0,59
2025-02-02,2025,2,Sunday,Winter,1,0,41
2025-02-03,2025,2,Monday,Winter,0,0,50
2025-02-04,2025,2,Tuesday,Winter,0,0,37
2025-02-05,2025,2,Wednesday,Winter,0,0,41
2025-02-06,2025,2,Thursday,Winter,0,0,54
2025-02-07,2025,2,Friday,Winter,0,0,37
2025-02-08,2025,2,Saturday,Winter,1,0,54
2025-02-09,2025,2,Sunday,Winter,1,0,46
2025-02-10,2025,2,Monday,Winter,0,0,38
2025-02-11,2025,2,Tuesday,Winter,0,0,46
2025-02-12,2025,2,Wednesday,Winter,0,0,48
2025-02-13,2025,2,Thursday,Winter,0,0,46
2025-02-14,2025,2,Friday,Winter,0,0,31
2025-02-15,2025,2,Saturday,Winter,1,0,36
2025-02-16,2025,2,Sunday,Winter,1,0,40
2025-02-17,2025,2,Monday,Winter,0,0,41
2025-02-18,2025,2,Tuesday,Winter,0,0,46
2025-02-19,2025,2,Wednesday,Winter,0,0,43
2025-02-20,2025,2,Thursday,Winter,0,0,32
2025-02-21,2025,2,Friday,Winter,0,0,44
2025-02-22,2025,2,Saturday,Winter,1,0,46
2025-02-23,2025,2,Sunday,Winter,1,0,45
2025-02-24,2025,2,Monday,Winter,0,0,49
2025-02-25,2025,2,Tuesday,Winter,0,0,47
2025-02-26,2025,2,Wednesday,Winter,0,0,45
2025-02-27,2025,2,Thursday,Winter,0,0,41
2025-02-28,2025,2,Friday,Winter,0,0,30
2025-03-01,2025,3,Saturday,Spring,1,0,61
2025-03-02,2025,3,Sunday,Spring,1,0,59
2025-03-03,2025,3,Monday,Spring,0,0,59
2025-03-04,2025,3,Tuesday,Spring,0,0,49
2025-03-05,2025,3,Wednesday,Spring,0,0,50
2025-03-06,2025,3,Thursday,Spring,0,0,65
2025-03-07,2025,3,Friday,Spring,0,0,57
2025-03-08,2025,3,Saturday,Spring,1,0,62
2025-03-09,2025,3,Sunday,Spring,1,0,58
2025-03-10,2025,3,Monday,Spring,0,0,58
2025-03-11,2025,3,Tuesday,Spring,0,0,64
2025-03-12,2025,3,Wednesday,Spring,0,0,54
2025-03-13,2025,3,Thursday,Spring,0,0,58
2025-03-14,2025,3,Friday,Spring,0,0,54
2025-03-15,2025,3,Saturday,Spring,1,0,54
2025-03-16,2025,3,Sunday,Spring,1,0,55
2025-03-17,2025,3,Monday,Spring,0,0,59
2025-03-18,2025,3,Tuesday,Spring,0,0,54
2025-03-19,2025,3,Wednesday,Spring,0,0,66
2025-03-20,2025,3,Thursday,Spring,0,0,51
2025-03-21,2025,3,Friday,Spring,0,0,56
2025-03-22,2025,3,Saturday,Spring,1,0,54
2025-03-23,2025,3,Sunday,Spring,1,0,68
2025-03-24,2025,3,Monday,Spring,0,0,59
2025-03-25,2025,3,Tuesday,Spring,0,0,65
2025-03-26,2025,3,Wednesday,Spring,0,0,47
2025-03-27,2025,3,Thursday,Spring,0,0,59
2025-03-28,2025,3,Friday,Spring,0,0,64
2025-03-29,2025,3,Saturday,Spring,1,0,58
2025-03-30,2025,3,Sunday,Spring,1,0,65
2025-03-31,2025,3,Monday,Spring,0,0,54
2025-04-01,2025,4,Tuesday,Spring,0,0,67
2025-04-02,2025,4,Wednesday,Spring,0,0,74
2025-04-03,2025,4,Thursday,Spring,0,0,55
2025-04-04,2025,4,Friday,Spring,0,0,54
2025-04-05,2025,4,Saturday,Spring,1,0,68
2025-04-06,2025,4,Sunday,Spring,1,0,69
2025-04-07,2025,4,Monday,Spring,0,0,54
2025-04-08,2025,4,Tuesday,Spring,0,0,55
2025-04-09,2025,4,Wednesday,Spring,0,0,56
2025-04-10,2025,4,Thursday,Spring,0,0,48
2025-04-11,2025,4,Friday,Spring,0,0,51
2025-04-12,2025,4,Saturday,Spring,1,0,50
2025-04-13,2025,4,Sunday,Spring,1,0,52
2025-04-14,2025,4,Monday,Spring,0,0,57
2025-04-15,2025,4,Tuesday,Spring,0,0,59
2025-04-16,2025,4,Wednesday,Spring,0,0,68
2025-04-17,2025,4,Thursday,Spring,0,0,51
2025-04-18,2025,4,Friday,Spring,0,0,64
2025-04-19,2025,4,Saturday,Spring,1,0,56
2025-04-20,2025,4,Sunday,Spring,1,0,57
2025-04-21,2025,4,Monday,Spring,0,0,62
2025-04-22,2025,4,Tuesday,Spring,0,0,50
2025-04-23,2025,4,Wednesday,Spring,0,0,60
2025-04-24,2025,4,Thursday,Spring,0,0,59
2025-04-25,2025,4,Friday,Spring,0,0,61
2025-04-26,2025,4,Saturday,Spring,1,0,60
2025-04-27,2025,4,Sunday,Spring,1,0,75
2025-04-28,2025,4,Monday,Spring,0,0,53
2025-04-29,2025,4,Tuesday,Spring,0,0,54
2025-04-30,2025,4,Wednesday,Spring,0,0,53
2025-05-01,2025,5,Thursday,Spring,0,0,54
2025-05-02,2025,5,Friday,Spring,0,0,53
2025-05-03,2025,5,Saturday,Spring,1,0,66
2025-05-04,2025,5,Sunday,Spring,1,0,67
2025-05-05,2025,5,Monday,Spring,0,0,54
2025-05-06,2025,5,Tuesday,Spring,0,0,52
2025-05-07,2025,5,Wednesday,Spring,0,0,61
2025-05-08,2025,5,Thursday,Spring,0,0,54
2025-05-09,2025,5,Friday,Spring,0,0,62
2025-05-10,2025,5,Saturday,Spring,1,0,59
2025-05-11,2025,5,Sunday,Spring,1,0,47
2025-05-12,2025,5,Monday,Spring,0,0,68
2025-05-13,2025,5,Tuesday,Spring,0,0,70
2025-05-14,2025,5,Wednesday,Spring,0,0,53
2025-05-15,2025,5,Thursday,Spring,0,0,55
2025-05-16,2025,5,Friday,Spring,0,0,60
2025-05-17,2025,5,Saturday,Spring,1,0,60
2025-05-18,2025,5,Sunday,Spring,1,0,62
2025-05-19,2025,5,Monday,Spring,0,0,72
2025-05-20,2025,5,Tuesday,Spring,0,0,56
2025-05-21,2025,5,Wednesday,Spring,0,0,52
2025-05-22,2025,5,Thursday,Spring,0,0,48
2025-05-23,2025,5,Friday,Spring,0,0,52
2025-05-24,2025,5,Saturday,Spring,1,0,57
2025-05-25,2025,5,Sunday,Spring,1,0,70
2025-05-26,2025,5,Monday,Spring,0,1,54
2025-05-27,2025,5,Tuesday,Spring,0,0,59
2025-05-28,2025,5,Wednesday,Spring,0,0,57
2025-05-29,2025,5,Thursday,Spring,0,0,66
2025-05-30,2025,5,Friday,Spring,0,0,75
2025-05-31,2025,5,Saturday,Spring,1,0,54
2025-06-01,2025,6,Sunday,Summer,1,0,74
2025-06-02,2025,6,Monday,Summer,0,0,85
2025-06-03,2025,6,Tuesday,Summer,0,0,82
2025-06-04,2025,6,Wednesday,Summer,0,0,90
2025-06-05,2025,6,Thursday,Summer,0,0,82
2025-06-06,2025,6,Friday,Summer,0,0,75
2025-06-07,2025,6,Saturday,Summer,1,0,82
2025-06-08,2025,6,Sunday,Summer,1,0,85
2025-06-09,2025,6,Monday,Summer,0,0,83
2025-06-10,2025,6,Tuesday,Summer,0,0,81
2025-06-11,2025,6,Wednesday,Summer,0,0,85
2025-06-12,2025,6,Thursday,Summer,0,0,86
2025-06-13,2025,6,Friday,Summer,0,0,87
2025-06-14,2025,6,Saturday,Summer,1,0,82
2025-06-15,2025,6,Sunday,Summer,1,0,76
2025-06-16,2025,6,Monday,Summer,0,0,79
2025-06-17,2025,6,Tuesday,Summer,0,0,86
2025-06-18,2025,6,Wednesday,Summer,0,0,72
2025-06-19,2025,6,Thursday,Summer,0,0,80
2025-06-20,2025,6,Friday,Summer,0,0,75
2025-06-21,2025,6,Saturday,Summer,1,0,78
2025-06-22,2025,6,Sunday,Summer,1,0,86
2025-06-23,2025,6,Monday,Summer,0,0,79
2025-06-24,2025,6,Tuesday,Summer,0,0,78
2025-06-25,2025,6,Wednesday,Summer,0,0,68
2025-06-26,2025,6,Thursday,Summer,0,0,83
2025-06-27,2025,6,Friday,Summer,0,0,82
2025-06-28,2025,6,Saturday,Summer,1,0,93
2025-06-29,2025,6,Sunday,Summer,1,0,75
2025-06-30,2025,6,Monday,Summer,0,0,79
2025-07-01,2025,7,Tuesday,Summer,0,0,79
2025-07-02,2025,7,Wednesday,Summer,0,0,89
2025-07-03,2025,7,Thursday,Summer,0,0,77
2025-07-04,2025,7,Friday,Summer,0,1,79
2025-07-05,2025,7,Saturday,Summer,1,0,82
2025-07-06,2025,7,Sunday,Summer,1,0,79
2025-07-07,2025,7,Monday,Summer,0,0,74
2025-07-08,2025,7,Tuesday,Summer,0,0,79
2025-07-09,2025,7,Wednesday,Summer,0,0,85
2025-07-10,2025,7,Thursday,Summer,0,0,70
2025-07-11,2025,7,Friday,Summer,0,0,78
2025-07-12,2025,7,Saturday,Summer,1,0,73
2025-07-13,2025,7,Sunday,Summer,1,0,86
2025-07-14,2025,7,Monday,Summer,0,0,67
2025-07-15,2025,7,Tuesday,Summer,0,0,74
2025-07-16,2025,7,Wednesday,Summer,0,0,80
2025-07-17,2025,7,Thursday,Summer,0,0,88
2025-07-18,2025,7,Friday,Summer,0,0,77
2025-07-19,2025,7,Saturday,Summer,1,0,74
2025-07-20,2025,7,Sunday,Summer,1,0,91
2025-07-21,2025,7,Monday,Summer,0,0,67
2025-07-22,2025,7,Tuesday,Summer,0,0,62
2025-07-23,2025,7,Wednesday,Summer,0,0,81
2025-07-24,2025,7,Thursday,Summer,0,0,74
2025-07-25,2025,7,Friday,Summer,0,0,70
2025-07-26,2025,7,Saturday,Summer,1,0,82
2025-07-27,2025,7,Sunday,Summer,1,0,79
2025-07-28,2025,7,Monday,Summer,0,0,74
2025-07-29,2025,7,Tuesday,Summer,0,0,69
2025-07-30,2025,7,Wednesday,Summer,0,0,84
2025-07-31,2025,7,Thursday,Summer,0,0,82
2025-08-01,2025,8,Friday,Summer,0,0,77
2025-08-02,2025,8,Saturday,Summer,1,0,90
2025-08-03,2025,8,Sunday,Summer,1,0,70
2025-08-04,2025,8,Monday,Summer,0,0,67
2025-08-05,2025,8,Tuesday,Summer,0,0,73
2025-08-06,2025,8,Wednesday,Summer,0,0,77
2025-08-07,2025,8,Thursday,Summer,0,0,79
2025-08-08,2025,8,Friday,Summer,0,0,76
2025-08-09,2025,8,Saturday,Summer,1,0,80
2025-08-10,2025,8,Sunday,Summer,1,0,69
2025-08-11,2025,8,Monday,Summer,0,0,88
2025-08-12,2025,8,Tuesday,Summer,0,0,77
2025-08-13,2025,8,Wednesday,Summer,0,0,85
2025-08-14,2025,8,Thursday,Summer,0,0,80
2025-08-15,2025,8,Friday,Summer,0,0,81
2025-08-16,2025,8,Saturday,Summer,1,0,81
2025-08-17,2025,8,Sunday,Summer,1,0,81
2025-08-18,2025,8,Monday,Summer,0,0,82
2025-08-19,2025,8,Tuesday,Summer,0,0,87
2025-08-20,2025,8,Wednesday,Summer,0,0,79
2025-08-21,2025,8,Thursday,Summer,0,0,82
2025-08-22,2025,8,Friday,Summer,0,0,77
2025-08-23,2025,8,Saturday,Summer,1,0,88
2025-08-24,2025,8,Sunday,Summer,1,0,73
2025-08-25,2025,8,Monday,Summer,0,0,90
2025-08-26,2025,8,Tuesday,Summer,0,0,77
2025-08-27,2025,8,Wednesday,Summer,0,0,67
2025-08-28,2025,8,Thursday,Summer,0,0,78
2025-08-29,2025,8,Friday,Summer,0,0,73
2025-08-30,2025,8,Saturday,Summer,1,0,83
2025-08-31,2025,8,Sunday,Summer,1,0,73
2025-09-01,2025,9,Monday,Fall,0,1,51
2025-09-02,2025,9,Tuesday,Fall,0,0,41
2025-09-03,2025,9,Wednesday,Fall,0,0,51
2025-09-04,2025,9,Thursday,Fall,0,0,38
2025-09-05,2025,9,Friday,Fall,0,0,43
2025-09-06,2025,9,Saturday,Fall,1,0,60
2025-09-07,2025,9,Sunday,Fall,1,0,60
2025-09-08,2025,9,Monday,Fall,0,0,57
2025-09-09,2025,9,Tuesday,Fall,0,0,48
2025-09-10,2025,9,Wednesday,Fall,0,0,54
2025-09-11,2025,9,Thursday,Fall,0,0,54
2025-09-12,2025,9,Friday,Fall,0,0,46
2025-09-13,2025,9,Saturday,Fall,1,0,65
2025-09-14,2025,9,Sunday,Fall,1,0,61
2025-09-15,2025,9,Monday,Fall,0,0,53
2025-09-16,2025,9,Tuesday,Fall,0,0,55
2025-09-17,2025,9,Wednesday,Fall,0,0,56
2025-09-18,2025,9,Thursday,Fall,0,0,40
2025-09-19,2025,9,Friday,Fall,0,0,53
2025-09-20,2025,9,Saturday,Fall,1,0,50
2025-09-21,2025,9,Sunday,Fall,1,0,47
2025-09-22,2025,9,Monday,Fall,0,0,53
2025-09-23,2025,9,Tuesday,Fall,0,0,67
2025-09-24,2025,9,Wednesday,Fall,0,0,59
2025-09-25,2025,9,Thursday,Fall,0,0,51
2025-09-26,2025,9,Friday,Fall,0,0,59
2025-09-27,2025,9,Saturday,Fall,1,0,64
2025-09-28,2025,9,Sunday,Fall,1,0,61
2025-09-29,2025,9,Monday,Fall,0,0,55
2025-09-30,2025,9,Tuesday,Fall,0,0,50
2025-10-01,2025,10,Wednesday,Fall,0,0,59
2025-10-02,2025,10,Thursday,Fall,0,0,57
2025-10-03,2025,10,Friday,Fall,0,0,61
2025-10-04,2025,10,Saturday,Fall,1,0,59
2025-10-05,2025,10,Sunday,Fall,1,0,62
2025-10-06,2025,10,Monday,Fall,0,0,51
2025-10-07,2025,10,Tuesday,Fall,0,0,64
2025-10-08,2025,10,Wednesday,Fall,0,0,56
2025-10-09,2025,10,Thursday,Fall,0,0,69
2025-10-10,2025,10,Friday,Fall,0,0,50
2025-10-11,2025,10,Saturday,Fall,1,0,67
2025-10-12,2025,10,Sunday,Fall,1,0,56
2025-10-13,2025,10,Monday,Fall,0,0,50
2025-10-14,2025,10,Tuesday,Fall,0,0,51
2025-10-15,2025,10,Wednesday,Fall,0,0,52
2025-10-16,2025,10,Thursday,Fall,0,0,57
2025-10-17,2025,10,Friday,Fall,0,0,58
2025-10-18,2025,10,Saturday,Fall,1,0,50
2025-10-19,2025,10,Sunday,Fall,1,0,54
2025-10-20,2025,10,Monday,Fall,0,0,69
2025-10-21,2025,10,Tuesday,Fall,0,0,67
2025-10-22,2025,10,Wednesday,Fall,0,0,58
2025-10-23,2025,10,Thursday,Fall,0,0,55
2025-10-24,2025,10,Friday,Fall,0,0,55
2025-10-25,2025,10,Saturday,Fall,1,0,59
2025-10-26,2025,10,Sunday,Fall,1,0,47
2025-10-27,2025,10,Monday,Fall,0,0,53
2025-10-28,2025,10,Tuesday,Fall,0,0,43
