sale_id,sale_date,customer_id,product_id,quantity_sold,revenue,gross_profit,payment_method
2717,2023-05-10,807,12,14,181.86,86.66,Mobile Wallet
2718,2023-05-10,2075,11,26,259.74,116.74,Card
2719,2023-05-10,33,16,22,197.78,111.98,Mobile Wallet
2720,2023-05-10,525,18,69,206.31,130.41,Card
2721,2023-05-10,2097,17,37,203.13,121.73,Mobile Wallet
2722,2023-05-10,2024,19,11,142.89,93.39,Card
2723,2023-05-10,1437,21,6,119.94,80.94,Card
2724,2023-05-10,982,20,20,159.8,117.8,Card
2725,2023-05-10,2252,23,139,248.81,158.46,Card
2726,2023-05-10,157,24,47,281.53,149.93,Card
2727,2023-05-10,761,26,26,285.74,149.24,Cash
2728,2023-05-10,254,30,17,76.33,50.83,Mobile Wallet
2729,2023-05-10,118,29,9,98.91,61.11,Card
2730,2023-05-10,911,28,31,108.19,69.44,Card
2731,2023-05-11,1691,2,38,265.62,121.22,Mobile Wallet
2732,2023-05-11,1307,1,88,307.12,148.72,Cash
2733,2023-05-11,823,5,92,302.68,155.48,Cash
2734,2023-05-11,1465,10,81,323.19,181.44,Card
2735,2023-05-11,535,6,58,318.42,161.82,Mobile Wallet
2736,2023-05-11,1564,9,84,377.16,200.76,Card
2737,2023-05-11,1492,14,57,227.43,119.13,Cash
2738,2023-05-11,519,11,16,159.84,71.84,Mobile Wallet
2739,2023-05-11,882,13,15,134.85,67.35,Cash
2740,2023-05-11,874,15,34,152.66,93.16,Card
2741,2023-05-11,142,17,33,181.17,108.57,Card
2742,2023-05-11,969,16,23,206.77,117.07,Card
2743,2023-05-11,1335,20,18,143.82,106.02,Card
2744,2023-05-11,13,22,4,99.96,61.96,Card
2745,2023-05-11,2208,21,7,139.93,94.43,Card
2746,2023-05-11,1285,26,18,197.82,103.32,Mobile Wallet
2747,2023-05-11,2380,23,118,211.22,134.52,Card
2748,2023-05-11,1017,24,33,197.67,105.27,Mobile Wallet
2749,2023-05-11,896,27,8,71.92,43.92,Card
2750,2023-05-11,66,30,15,67.35,44.85,Card
2751,2023-05-11,472,28,24,83.76,53.76,Card
2752,2023-05-12,1870,3,40,319.6,139.6,Cash
2753,2023-05-12,2484,5,92,302.68,155.48,Mobile Wallet
2754,2023-05-12,1019,2,35,244.65,111.65,Cash
2755,2023-05-12,2131,10,67,267.33,150.08,Cash
2756,2023-05-12,325,8,148,294.52,168.72,Card
2757,2023-05-12,2012,7,101,281.79,160.59,Card
2758,2023-05-12,2165,14,54,215.46,112.86,Mobile Wallet
2759,2023-05-12,1124,13,21,188.79,94.29,Mobile Wallet
2760,2023-05-12,221,11,19,189.81,85.31,Mobile Wallet
2761,2023-05-12,886,18,59,176.41,111.51,Card
2762,2023-05-12,1272,16,22,197.78,111.98,Cash
2763,2023-05-12,417,15,43,193.07,117.82,Cash
2764,2023-05-12,898,21,7,139.93,94.43,Card
2765,2023-05-12,1859,19,11,142.89,93.39,Card
2766,2023-05-12,1396,22,6,149.94,92.94,Mobile Wallet
2767,2023-05-12,2311,26,23,252.77,132.02,Mobile Wallet
2768,2023-05-12,1283,24,36,215.64,114.84,Card
2769,2023-05-12,1188,23,169,302.51,192.66,Cash
2770,2023-05-12,2286,30,19,85.31,56.81,Mobile Wallet
2771,2023-05-12,250,28,29,101.21,64.96,Card
2772,2023-05-12,91,29,7,76.93,47.53,Card
2773,2023-05-13,1679,3,53,423.47,184.97,Card
2774,2023-05-13,498,4,43,365.07,184.47,Mobile Wallet
2775,2023-05-13,1001,2,49,342.51,156.31,Card
2776,2023-05-13,2398,9,81,363.69,193.59,Mobile Wallet
2777,2023-05-13,363,6,68,373.32,189.72,Mobile Wallet
2778,2023-05-13,1723,8,188,374.12,214.32,Cash
2779,2023-05-13,1068,13,24,215.76,107.76,Cash
2780,2023-05-13,1845,14,63,251.37,131.67,Card
2781,2023-05-13,630,12,14,181.86,86.66,Card
2782,2023-05-13,12,18,64,191.36,120.96,Mobile Wallet
2783,2023-05-13,1432,15,50,224.5,137.0,Card
2784,2023-05-13,1280,16,26,233.74,132.34,Mobile Wallet
2785,2023-05-13,1476,21,8,159.92,107.92,Card
2786,2023-05-13,599,22,7,174.93,108.43,Mobile Wallet
2787,2023-05-13,1885,19,10,129.9,84.9,Cash
2788,2023-05-13,1731,25,34,339.66,183.26,Cash
2789,2023-05-13,1818,24,46,275.54,146.74,Mobile Wallet
2790,2023-05-13,814,23,178,318.62,202.92,Card
2791,2023-05-13,1812,29,11,120.89,74.69,Mobile Wallet
2792,2023-05-13,1401,27,11,98.89,60.39,Card
2793,2023-05-13,1668,28,30,104.7,67.2,Card
2794,2023-05-14,148,1,110,383.9,185.9,Card
2795,2023-05-14,2440,5,115,378.35,194.35,Cash
2796,2023-05-14,2020,4,41,348.09,175.89,Card
2797,2023-05-14,2291,10,77,307.23,172.48,Mobile Wallet
2798,2023-05-14,1818,6,68,373.32,189.72,Card
2799,2023-05-14,617,8,178,354.22,202.92,Card
2800,2023-05-14,2018,11,20,199.8,89.8,Card
2801,2023-05-14,571,12,17,220.83,105.23,Card
2802,2023-05-14,2469,14,64,255.36,133.76,Mobile Wallet
2803,2023-05-14,1429,17,44,241.56,144.76,Card
2804,2023-05-14,366,16,24,215.76,122.16,Card
2805,2023-05-14,45,18,82,245.18,154.98,Card
2806,2023-05-14,2193,19,10,129.9,84.9,Cash
2807,2023-05-14,2401,20,22,175.78,129.58,Card
2808,2023-05-14,275,21,8,159.92,107.92,Card
2809,2023-05-14,872,24,57,341.43,181.83,Card
2810,2023-05-14,34,23,169,302.51,192.66,Card
2811,2023-05-14,462,26,29,318.71,166.46,Mobile Wallet
2812,2023-05-14,2238,27,14,125.86,76.86,Card
2813,2023-05-14,1174,28,39,136.11,87.36,Card
2814,2023-05-14,1410,30,24,107.76,71.76,Card
2815,2023-05-15,1575,4,31,263.19,132.99,Mobile Wallet
2816,2023-05-15,1735,3,42,335.58,146.58,Mobile Wallet
2817,2023-05-15,347,5,76,250.04,128.44,Card
2818,2023-05-15,584,10,67,267.33,150.08,Card
2819,2023-05-15,947,7,98,273.42,155.82,Card
2820,2023-05-15,78,6,47,258.03,131.13,Card
2821,2023-05-15,1291,12,14,181.86,86.66,Card
2822,2023-05-15,387,13,21,188.79,94.29,Card
2823,2023-05-15,2007,14,42,167.58,87.78,Card
2824,2023-05-15,353,16,21,188.79,106.89,Mobile Wallet
2825,2023-05-15,2247,17,26,142.74,85.54,Mobile Wallet
2826,2023-05-15,526,15,36,161.64,98.64,Card
2827,2023-05-15,1284,22,4,99.96,61.96,Mobile Wallet
2828,2023-05-15,1059,20,13,103.87,76.57,Card
2829,2023-05-15,1171,21,5,99.95,67.45,Mobile Wallet
2830,2023-05-15,794,26,20,219.8,114.8,Cash
2831,2023-05-15,1346,25,22,219.78,118.58,Mobile Wallet
2832,2023-05-15,798,24,40,239.6,127.6,Card
2833,2023-05-15,392,28,27,94.23,60.48,Card
2834,2023-05-15,509,27,9,80.91,49.41,Card
2835,2023-05-15,1464,30,21,94.29,62.79,Card
2836,2023-05-16,991,2,41,286.59,130.79,Card
2837,2023-05-16,313,3,37,295.63,129.13,Card
2838,2023-05-16,2372,5,68,223.72,114.92,Card
2839,2023-05-16,462,7,110,306.9,174.9,Cash
2840,2023-05-16,2282,8,124,246.76,141.36,Card
2841,2023-05-16,395,6,38,208.62,106.02,Card
2842,2023-05-16,2282,11,22,219.78,98.78,Mobile Wallet
2843,2023-05-16,2031,14,50,199.5,104.5,Card
2844,2023-05-16,2261,12,17,220.83,105.23,Card
2845,2023-05-16,1674,17,27,148.23,88.83,Mobile Wallet
2846,2023-05-16,1775,18,60,179.4,113.4,Card
2847,2023-05-16,1666,15,48,215.52,131.52,Card
2848,2023-05-16,2437,19,11,142.89,93.39,Mobile Wallet
2849,2023-05-16,1626,20,15,119.85,88.35,Card
2850,2023-05-16,1322,22,5,124.95,77.45,Card
2851,2023-05-16,2012,24,36,215.64,114.84,Cash
2852,2023-05-16,1479,25,25,249.75,134.75,Mobile Wallet
2853,2023-05-16,801,26,17,186.83,97.58,Mobile Wallet
2854,2023-05-16,711,30,17,76.33,50.83,Mobile Wallet
2855,2023-05-16,1980,27,9,80.91,49.41,Cash
2856,2023-05-16,1559,29,6,65.94,40.74,Cash
2857,2023-05-17,1814,2,46,321.54,146.74,Mobile Wallet
2858,2023-05-17,465,3,31,247.69,108.19,Card
2859,2023-05-17,1865,1,98,342.02,165.62,Mobile Wallet
2860,2023-05-17,2010,7,85,237.15,135.15,Mobile Wallet
2861,2023-05-17,2324,9,62,278.38,148.18,Mobile Wallet
2862,2023-05-17,345,6,42,230.58,117.18,Card
2863,2023-05-17,1730,13,25,224.75,112.25,Cash
2864,2023-05-17,2431,11,21,209.79,94.29,Mobile Wallet
2865,2023-05-17,392,14,42,167.58,87.78,Mobile Wallet
2866,2023-05-17,1400,17,35,192.15,115.15,Cash
2867,2023-05-17,1958,15,41,184.09,112.34,Mobile Wallet
2868,2023-05-17,1536,16,20,179.8,101.8,Cash
2869,2023-05-17,95,22,6,149.94,92.94,Cash
2870,2023-05-17,366,21,6,119.94,80.94,Card
2871,2023-05-17,1514,19,10,129.9,84.9,Card
2872,2023-05-17,830,23,113,202.27,128.82,Mobile Wallet
2873,2023-05-17,271,24,40,239.6,127.6,Card
2874,2023-05-17,719,26,23,252.77,132.02,Card
2875,2023-05-17,177,29,8,87.92,54.32,Mobile Wallet
2876,2023-05-17,60,28,29,101.21,64.96,Mobile Wallet
2877,2023-05-17,661,30,22,98.78,65.78,Card
2878,2023-05-18,2496,5,128,421.12,216.32,Card
2879,2023-05-18,623,1,102,355.98,172.38,Card
2880,2023-05-18,2042,3,47,375.53,164.03,Card
2881,2023-05-18,828,10,73,291.27,163.52,Card
2882,2023-05-18,1296,8,146,290.54,166.44,Mobile Wallet
2883,2023-05-18,257,7,106,295.74,168.54,Mobile Wallet
2884,2023-05-18,108,14,65,259.35,135.85,Card
2885,2023-05-18,265,12,16,207.84,99.04,Card
2886,2023-05-18,677,11,22,219.78,98.78,Card
2887,2023-05-18,1579,16,21,188.79,106.89,Card
2888,2023-05-18,1237,15,53,237.97,145.22,Cash
2889,2023-05-18,1161,18,69,206.31,130.41,Card
2890,2023-05-18,2022,19,9,116.91,76.41,Card
2891,2023-05-18,1369,21,6,119.94,80.94,Card
2892,2023-05-18,110,20,17,135.83,100.13,Mobile Wallet
2893,2023-05-18,2282,23,121,216.59,137.94,Mobile Wallet
2894,2023-05-18,951,26,25,274.75,143.5,Mobile Wallet
2895,2023-05-18,2006,24,35,209.65,111.65,Card
2896,2023-05-18,779,29,8,87.92,54.32,Card
2897,2023-05-18,2278,30,19,85.31,56.81,Card
2898,2023-05-18,2310,28,23,80.27,51.52,Cash
2899,2023-05-19,1191,5,109,358.61,184.21,Card
2900,2023-05-19,270,3,46,367.54,160.54,Mobile Wallet
2901,2023-05-19,928,1,92,321.08,155.48,Card
2902,2023-05-19,2042,7,111,309.69,176.49,Mobile Wallet
2903,2023-05-19,840,6,46,252.54,128.34,Mobile Wallet
2904,2023-05-19,528,8,134,266.66,152.76,Card
2905,2023-05-19,377,14,40,159.6,83.6,Cash
2906,2023-05-19,1560,11,19,189.81,85.31,Mobile Wallet
2907,2023-05-19,302,13,28,251.72,125.72,Card
2908,2023-05-19,1007,18,56,167.44,105.84,Mobile Wallet
2909,2023-05-19,1804,15,33,148.17,90.42,Mobile Wallet
2910,2023-05-19,2422,17,39,214.11,128.31,Card
2911,2023-05-19,1845,20,19,151.81,111.91,Cash
2912,2023-05-19,2496,19,7,90.93,59.43,Cash
2913,2023-05-19,1260,21,4,79.96,53.96,Card
2914,2023-05-19,1899,24,35,209.65,111.65,Mobile Wallet
2915,2023-05-19,408,23,124,221.96,141.36,Cash
2916,2023-05-19,2146,26,24,263.76,137.76,Mobile Wallet
2917,2023-05-19,1267,27,9,80.91,49.41,Cash
2918,2023-05-19,453,30,16,71.84,47.84,Card
2919,2023-05-19,486,28,25,87.25,56.0,Card
2920,2023-05-20,896,3,41,327.59,143.09,Mobile Wallet
2921,2023-05-20,2373,5,115,378.35,194.35,Mobile Wallet
2922,2023-05-20,1660,1,89,310.61,150.41,Mobile Wallet
2923,2023-05-20,1757,6,60,329.4,167.4,Mobile Wallet
2924,2023-05-20,1609,8,166,330.34,189.24,Mobile Wallet
2925,2023-05-20,2374,10,77,307.23,172.48,Card
2926,2023-05-20,1505,13,25,224.75,112.25,Card
2927,2023-05-20,2455,14,39,155.61,81.51,Card
2928,2023-05-20,1334,11,21,209.79,94.29,Card
2929,2023-05-20,2432,18,86,257.14,162.54,Mobile Wallet
2930,2023-05-20,316,17,49,269.01,161.21,Cash
2931,2023-05-20,2304,15,51,228.99,139.74,Mobile Wallet
2932,2023-05-20,1147,20,18,143.82,106.02,Cash
2933,2023-05-20,36,22,5,124.95,77.45,Card
2934,2023-05-20,1821,19,12,155.88,101.88,Card
2935,2023-05-20,2123,23,141,252.39,160.74,Card
2936,2023-05-20,460,25,22,219.78,118.58,Cash
2937,2023-05-20,2037,24,47,281.53,149.93,Card
2938,2023-05-20,2359,29,9,98.91,61.11,Card
2939,2023-05-20,7,28,25,87.25,56.0,Card
2940,2023-05-20,349,30,26,116.74,77.74,Card
2941,2023-05-21,705,4,37,314.13,158.73,Cash
2942,2023-05-21,1469,2,59,412.41,188.21,Cash
2943,2023-05-21,1538,1,129,450.21,218.01,Cash
2944,2023-05-21,1775,9,76,341.24,181.64,Card
2945,2023-05-21,1848,7,115,320.85,182.85,Card
2946,2023-05-21,1954,10,112,446.88,250.88,Mobile Wallet
2947,2023-05-21,2416,13,26,233.74,116.74,Card
2948,2023-05-21,758,11,24,239.76,107.76,Card
2949,2023-05-21,1870,14,42,167.58,87.78,Mobile Wallet
2950,2023-05-21,1999,17,39,214.11,128.31,Cash
2951,2023-05-21,1392,16,24,215.76,122.16,Card
2952,2023-05-21,82,18,60,179.4,113.4,Mobile Wallet
2953,2023-05-21,521,19,11,142.89,93.39,Card
2954,2023-05-21,2199,22,6,149.94,92.94,Mobile Wallet
2955,2023-05-21,1692,20,20,159.8,117.8,Mobile Wallet
2956,2023-05-21,1484,26,28,307.72,160.72,Mobile Wallet
2957,2023-05-21,557,25,27,269.73,145.53,Card
2958,2023-05-21,1522,24,48,287.52,153.12,Card
2959,2023-05-21,92,29,5,54.95,33.95,Mobile Wallet
2960,2023-05-21,959,28,25,87.25,56.0,Mobile Wallet
2961,2023-05-21,1686,30,18,80.82,53.82,Card
2962,2023-05-22,105,5,95,312.55,160.55,Card
2963,2023-05-22,886,3,34,271.66,118.66,Mobile Wallet
2964,2023-05-22,151,4,31,263.19,132.99,Cash
2965,2023-05-22,1988,6,57,312.93,159.03,Card
2966,2023-05-22,1504,8,169,336.31,192.66,Card
2967,2023-05-22,1066,7,95,265.05,151.05,Card
2968,2023-05-22,1506,13,18,161.82,80.82,Card
2969,2023-05-22,869,12,14,181.86,86.66,Card
2970,2023-05-22,117,11,17,169.83,76.33,Mobile Wallet
2971,2023-05-22,1756,17,26,142.74,85.54,Cash
2972,2023-05-22,2044,18,68,203.32,128.52,Card
2973,2023-05-22,1689,15,47,211.03,128.78,Cash
2974,2023-05-22,965,20,13,103.87,76.57,Mobile Wallet
2975,2023-05-22,739,19,9,116.91,76.41,Card
2976,2023-05-22,675,21,7,139.93,94.43,Card
2977,2023-05-22,1480,25,23,229.77,123.97,Cash
2978,2023-05-22,1383,24,36,215.64,114.84,Mobile Wallet
2979,2023-05-22,2244,26,22,241.78,126.28,Card
2980,2023-05-22,1558,30,17,76.33,50.83,Mobile Wallet
2981,2023-05-22,1707,27,8,71.92,43.92,Card
2982,2023-05-22,375,29,7,76.93,47.53,Mobile Wallet
2983,2023-05-23,1224,3,32,255.68,111.68,Mobile Wallet
2984,2023-05-23,266,4,29,246.21,124.41,Mobile Wallet
2985,2023-05-23,2125,1,76,265.24,128.44,Mobile Wallet
2986,2023-05-23,1590,7,106,295.74,168.54,Card
2987,2023-05-23,996,10,88,351.12,197.12,Cash
2988,2023-05-23,2420,9,59,264.91,141.01,Card
2989,2023-05-23,1317,11,22,219.78,98.78,Mobile Wallet
2990,2023-05-23,2416,12,18,233.82,111.42,Card
2991,2023-05-23,1524,14,65,259.35,135.85,Mobile Wallet
2992,2023-05-23,74,16,16,143.84,81.44,Card
2993,2023-05-23,146,17,36,197.64,118.44,Cash
2994,2023-05-23,1067,18,55,164.45,103.95,Mobile Wallet
2995,2023-05-23,2471,19,11,142.89,93.39,Mobile Wallet
2996,2023-05-23,2320,22,4,99.96,61.96,Cash
2997,2023-05-23,1126,21,7,139.93,94.43,Mobile Wallet
2998,2023-05-23,2391,26,26,285.74,149.24,Mobile Wallet
2999,2023-05-23,699,25,33,329.67,177.87,Cash
3000,2023-05-23,240,24,44,263.56,140.36,Card
3001,2023-05-23,2219,29,8,87.92,54.32,Card
3002,2023-05-23,714,30,18,80.82,53.82,Card
3003,2023-05-23,2424,27,9,80.91,49.41,Card
3004,2023-05-24,329,4,28,237.72,120.12,Cash
3005,2023-05-24,1599,3,41,327.59,143.09,Mobile Wallet
3006,2023-05-24,512,2,48,335.52,153.12,Card
3007,2023-05-24,2024,7,109,304.11,173.31,Mobile Wallet
3008,2023-05-24,1650,10,52,207.48,116.48,Card
3009,2023-05-24,196,8,172,342.28,196.08,Card
3010,2023-05-24,1107,12,15,194.85,92.85,Mobile Wallet
3011,2023-05-24,306,11,22,219.78,98.78,Card
3012,2023-05-24,725,14,44,175.56,91.96,Card
3013,2023-05-24,1904,16,20,179.8,101.8,Card
3014,2023-05-24,80,15,44,197.56,120.56,Card
3015,2023-05-24,1284,18,66,197.34,124.74,Card
3016,2023-05-24,982,19,9,116.91,76.41,Mobile Wallet
3017,2023-05-24,2119,20,13,103.87,76.57,Card
3018,2023-05-24,1934,22,5,124.95,77.45,Card
3019,2023-05-24,1134,23,139,248.81,158.46,Mobile Wallet
3020,2023-05-24,1631,25,20,199.8,107.8,Cash
3021,2023-05-24,67,24,44,263.56,140.36,Card
3022,2023-05-24,1975,28,26,90.74,58.24,Card
3023,2023-05-24,1854,27,6,53.94,32.94,Card
3024,2023-05-24,1170,30,18,80.82,53.82,Card
3025,2023-05-25,1916,5,124,407.96,209.56,Card
3026,2023-05-25,1059,3,41,327.59,143.09,Card
3027,2023-05-25,1221,4,35,297.15,150.15,Mobile Wallet
3028,2023-05-25,705,6,48,263.52,133.92,Mobile Wallet
3029,2023-05-25,2092,8,138,274.62,157.32,Card
3030,2023-05-25,258,9,50,224.5,119.5,Cash
3031,2023-05-25,972,12,15,194.85,92.85,Card
3032,2023-05-25,1678,13,22,197.78,98.78,Card
3033,2023-05-25,1322,14,45,179.55,94.05,Card
3034,2023-05-25,457,15,36,161.64,98.64,Card
3035,2023-05-25,493,16,17,152.83,86.53,Mobile Wallet
3036,2023-05-25,1884,17,25,137.25,82.25,Cash
3037,2023-05-25,773,22,4,99.96,61.96,Mobile Wallet
3038,2023-05-25,879,21,6,119.94,80.94,Card
3039,2023-05-25,1742,20,17,135.83,100.13,Card
3040,2023-05-25,801,23,129,230.91,147.06,Card
3041,2023-05-25,1116,25,18,179.82,97.02,Card
3042,2023-05-25,913,26,17,186.83,97.58,Card
3043,2023-05-25,1575,28,23,80.27,51.52,Mobile Wallet
3044,2023-05-25,58,29,8,87.92,54.32,Mobile Wallet
3045,2023-05-25,2368,27,9,80.91,49.41,Mobile Wallet
3046,2023-05-26,2408,5,79,259.91,133.51,Mobile Wallet
3047,2023-05-26,399,2,42,293.58,133.98,Cash
3048,2023-05-26,2083,4,32,271.68,137.28,Mobile Wallet
3049,2023-05-26,2464,10,62,247.38,138.88,Cash
3050,2023-05-26,680,8,128,254.72,145.92,Card
3051,2023-05-26,2360,6,40,219.6,111.6,Cash
3052,2023-05-26,534,14,45,179.55,94.05,Card
3053,2023-05-26,911,12,15,194.85,92.85,Cash
3054,2023-05-26,1469,11,15,149.85,67.35,Card
3055,2023-05-26,2189,15,38,170.62,104.12,Cash
3056,2023-05-26,1856,16,19,170.81,96.71,Cash
3057,2023-05-26,1320,17,35,192.15,115.15,Cash
3058,2023-05-26,952,21,6,119.94,80.94,Card
3059,2023-05-26,2421,20,16,127.84,94.24,Card
3060,2023-05-26,1837,22,5,124.95,77.45,Mobile Wallet
3061,2023-05-26,1642,25,26,259.74,140.14,Mobile Wallet
3062,2023-05-26,2205,24,40,239.6,127.6,Mobile Wallet
3063,2023-05-26,1781,26,22,241.78,126.28,Card
3064,2023-05-26,805,27,10,89.9,54.9,Card
3065,2023-05-26,2028,29,7,76.93,47.53,Card
3066,2023-05-26,956,30,17,76.33,50.83,Cash
3067,2023-05-27,1952,4,45,382.05,193.05,Cash
3068,2023-05-27,2108,1,102,355.98,172.38,Card
3069,2023-05-27,2375,2,45,314.55,143.55,Card
3070,2023-05-27,1307,9,82,368.18,195.98,Card
3071,2023-05-27,980,10,85,339.15,190.4,Card
3072,2023-05-27,611,7,139,387.81,221.01,Card
3073,2023-05-27,1351,11,24,239.76,107.76,Card
3074,2023-05-27,1670,14,63,251.37,131.67,Mobile Wallet
3075,2023-05-27,1722,12,20,259.8,123.8,Card
3076,2023-05-27,2045,16,25,224.75,127.25,Card
3077,2023-05-27,2348,15,42,188.58,115.08,Card
3078,2023-05-27,2119,18,57,170.43,107.73,Mobile Wallet
3079,2023-05-27,2225,22,7,174.93,108.43,Mobile Wallet
3080,2023-05-27,1793,20,20,159.8,117.8,Card
3081,2023-05-27,2359,19,12,155.88,101.88,Card
3082,2023-05-27,228,24,36,215.64,114.84,Card
3083,2023-05-27,2242,26,27,296.73,154.98,Mobile Wallet
3084,2023-05-27,930,25,24,239.76,129.36,Card
3085,2023-05-27,1040,29,9,98.91,61.11,Card
3086,2023-05-27,1406,28,27,94.23,60.48,Cash
3087,2023-05-27,543,27,12,107.88,65.88,Card
3088,2023-05-28,308,4,54,458.46,231.66,Card
3089,2023-05-28,1549,1,115,401.35,194.35,Cash
3090,2023-05-28,2278,2,53,370.47,169.07,Card
3091,2023-05-28,377,7,137,382.23,217.83,Card
3092,2023-05-28,1207,9,80,359.2,191.2,Card
3093,2023-05-28,654,8,177,352.23,201.78,Card
3094,2023-05-28,1118,12,16,207.84,99.04,Mobile Wallet
3095,2023-05-28,1896,14,63,251.37,131.67,Card
3096,2023-05-28,888,13,32,287.68,143.68,Cash
3097,2023-05-28,521,16,26,233.74,132.34,Cash
3098,2023-05-28,2352,17,42,230.58,138.18,Card
3099,2023-05-28,1722,18,88,263.12,166.32,Mobile Wallet
3100,2023-05-28,2,22,7,174.93,108.43,Card
3101,2023-05-28,679,21,9,179.91,121.41,Mobile Wallet
3102,2023-05-28,1833,19,12,155.88,101.88,Card
3103,2023-05-28,305,25,28,279.72,150.92,Card
3104,2023-05-28,836,26,27,296.73,154.98,Mobile Wallet
3105,2023-05-28,1993,24,43,257.57,137.17,Card
3106,2023-05-28,454,30,26,116.74,77.74,Mobile Wallet
3107,2023-05-28,482,29,10,109.9,67.9,Cash
3108,2023-05-28,581,27,11,98.89,60.39,Card
3109,2023-05-29,1754,4,43,365.07,184.47,Card
3110,2023-05-29,752,3,43,343.57,150.07,Card
3111,2023-05-29,1693,2,48,335.52,153.12,Mobile Wallet
3112,2023-05-29,431,8,214,425.86,243.96,Card
3113,2023-05-29,783,6,67,367.83,186.93,Card
3114,2023-05-29,141,7,130,362.7,206.7,Mobile Wallet
3115,2023-05-29,1977,13,27,242.73,121.23,Cash
3116,2023-05-29,976,11,25,249.75,112.25,Mobile Wallet
3117,2023-05-29,1824,14,61,243.39,127.49,Card
3118,2023-05-29,327,18,90,269.1,170.1,Mobile Wallet
3119,2023-05-29,2498,16,33,296.67,167.97,Mobile Wallet
3120,2023-05-29,302,15,65,291.85,178.1,Card
3121,2023-05-29,1118,21,8,159.92,107.92,Card
3122,2023-05-29,2277,22,5,124.95,77.45,Card
3123,2023-05-29,791,20,17,135.83,100.13,Mobile Wallet
3124,2023-05-29,663,26,33,362.67,189.42,Cash
3125,2023-05-29,666,24,54,323.46,172.26,Cash
3126,2023-05-29,2365,25,41,409.59,220.99,Card
3127,2023-05-29,872,30,24,107.76,71.76,Mobile Wallet
3128,2023-05-29,316,27,10,89.9,54.9,Card
3129,2023-05-29,2212,29,8,87.92,54.32,Cash
3130,2023-05-30,1383,4,41,348.09,175.89,Mobile Wallet
3131,2023-05-30,1186,3,27,215.73,94.23,Card
3132,2023-05-30,2014,2,44,307.56,140.36,Card
3133,2023-05-30,1788,10,71,283.29,159.04,Card
3134,2023-05-30,169,8,149,296.51,169.86,Mobile Wallet
3135,2023-05-30,353,9,72,323.28,172.08,Cash
3136,2023-05-30,1319,11,20,199.8,89.8,Card
3137,2023-05-30,1667,13,21,188.79,94.29,Card
3138,2023-05-30,989,14,54,215.46,112.86,Card
3139,2023-05-30,1765,17,27,148.23,88.83,Card
3140,2023-05-30,1173,18,62,185.38,117.18,Mobile Wallet
3141,2023-05-30,579,16,22,197.78,111.98,Cash
3142,2023-05-30,1788,21,6,119.94,80.94,Mobile Wallet
3143,2023-05-30,1749,22,5,124.95,77.45,Card
3144,2023-05-30,1196,20,16,127.84,94.24,Mobile Wallet
3145,2023-05-30,193,25,21,209.79,113.19,Mobile Wallet
3146,2023-05-30,964,26,21,230.79,120.54,Cash
3147,2023-05-30,2409,24,32,191.68,102.08,Cash
3148,2023-05-30,768,28,24,83.76,53.76,Card
3149,2023-05-30,79,30,20,89.8,59.8,Mobile Wallet
3150,2023-05-30,971,29,7,76.93,47.53,Card
3151,2023-05-31,1611,3,36,287.64,125.64,Mobile Wallet
3152,2023-05-31,1056,4,38,322.62,163.02,Cash
3153,2023-05-31,1755,2,40,279.6,127.6,Card
3154,2023-05-31,965,10,69,275.31,154.56,Mobile Wallet
3155,2023-05-31,273,7,106,295.74,168.54,Mobile Wallet
3156,2023-05-31,2188,9,57,255.93,136.23,Card
3157,2023-05-31,2355,13,23,206.77,103.27,Mobile Wallet
3158,2023-05-31,731,12,14,181.86,86.66,Mobile Wallet
3159,2023-05-31,1498,14,47,187.53,98.23,Card
3160,2023-05-31,177,16,22,197.78,111.98,Mobile Wallet
3161,2023-05-31,2298,17,31,170.19,101.99,Card
3162,2023-05-31,1270,18,61,182.39,115.29,Cash
3163,2023-05-31,548,21,6,119.94,80.94,Card
3164,2023-05-31,1272,19,7,90.93,59.43,Card
3165,2023-05-31,1560,22,4,99.96,61.96,Card
3166,2023-05-31,2191,26,19,208.81,109.06,Card
3167,2023-05-31,1923,24,47,281.53,149.93,Card
3168,2023-05-31,1848,23,158,282.82,180.12,Card
3169,2023-05-31,2389,28,19,66.31,42.56,Mobile Wallet
3170,2023-05-31,1234,29,8,87.92,54.32,Card
3171,2023-05-31,1468,27,8,71.92,43.92,Card
3172,2023-06-01,851,4,68,577.32,291.72,Card
3173,2023-06-01,2083,3,71,567.29,247.79,Cash
3174,2023-06-01,2441,5,177,582.33,299.13,Card
3175,2023-06-01,2087,7,157,438.03,249.63,Cash
3176,2023-06-01,1561,8,213,423.87,242.82,Card
3177,2023-06-01,687,6,58,318.42,161.82,Mobile Wallet
3178,2023-06-01,1435,12,13,168.87,80.47,Cash
3179,2023-06-01,304,13,17,152.83,76.33,Card
3180,2023-06-01,1142,11,14,139.86,62.86,Cash
3181,2023-06-01,2125,16,17,152.83,86.53,Cash
3182,2023-06-01,1814,15,44,197.56,120.56,Cash
3183,2023-06-01,572,17,31,170.19,101.99,Mobile Wallet
3184,2023-06-01,1040,20,17,135.83,100.13,Mobile Wallet
3185,2023-06-01,2322,21,6,119.94,80.94,Cash
3186,2023-06-01,936,19,8,103.92,67.92,Card
3187,2023-06-01,2000,26,21,230.79,120.54,Cash
