sale_date,daily_revenue,daily_gross_profit,total_units_sold,transaction_lines,year,month,day_of_week,season,is_weekend,is_holiday,temperature
2023-11-27,5004.15,2772.4,1025,21,2023,11,Monday,Fall,0,0,54
2023-11-28,4658.01,2573.31,889,21,2023,11,Tuesday,Fall,0,0,48
2023-11-29,5020.47,2703.87,913,21,2023,11,Wednesday,Fall,0,0,55
2023-11-30,4537.07,2547.77,1063,21,2023,11,Thursday,Fall,0,0,50
2023-12-01,3890.14,2160.74,816,21,2023,12,Friday,Winter,0,0,48
2023-12-02,4845.63,2672.58,1047,21,2023,12,Saturday,Winter,1,0,40
2023-12-03,4314.38,2352.58,912,21,2023,12,Sunday,Winter,1,0,36
2023-12-04,3381.27,1844.47,623,21,2023,12,Monday,Winter,0,0,39
2023-12-05,3953.79,2172.39,771,21,2023,12,Tuesday,Winter,0,0,44
2023-12-06,3506.83,1905.83,667,21,2023,12,Wednesday,Winter,0,0,38
2023-12-07,3961.78,2176.98,762,21,2023,12,Thursday,Winter,0,0,36
2023-12-08,3526.48,1944.48,772,21,2023,12,Friday,Winter,0,0,43
2023-12-09,4510.99,2467.49,871,21,2023,12,Saturday,Winter,1,0,43
2023-12-10,4492.66,2453.06,934,21,2023,12,Sunday,Winter,1,0,38
2023-12-11,3911.88,2158.28,812,21,2023,12,Monday,Winter,0,0,38
2023-12-12,3573.09,1917.44,661,21,2023,12,Tuesday,Winter,0,0,43
2023-12-13,3477.4900000000002,1902.14,691,21,2023,12,Wednesday,Winter,0,0,31
2023-12-14,4132.59,2268.44,911,21,2023,12,Thursday,Winter,0,0,32
2023-12-15,3488.35,1886.75,665,21,2023,12,Friday,Winter,0,0,36
2023-12-16,4362.9800000000005,2443.7799999999997,1012,21,2023,12,Saturday,Winter,1,0,40
2023-12-17,4615.57,2532.32,1053,21,2023,12,Sunday,Winter,1,0,44
2023-12-18,3888.7200000000003,2089.62,728,21,2023,12,Monday,Winter,0,0,52
2023-12-19,3499.7,1923.55,830,21,2023,12,Tuesday,Winter,0,0,48
2023-12-20,3841.0299999999997,2090.13,647,21,2023,12,Wednesday,Winter,0,0,40
2023-12-21,3373.47,1849.07,723,21,2023,12,Thursday,Winter,0,0,41
2023-12-22,3915.2400000000002,2145.94,886,21,2023,12,Friday,Winter,0,0,34
2023-12-23,4250.79,2329.69,841,21,2023,12,Saturday,Winter,1,0,41
2023-12-24,4302.13,2362.08,937,21,2023,12,Sunday,Winter,1,0,39
2023-12-25,4456.75,2474.5,895,21,2023,12,Monday,Winter,0,1,44
2023-12-26,3609.0299999999997,1970.13,767,21,2023,12,Tuesday,Winter,0,0,36
2023-12-27,3431.93,1903.98,807,21,2023,12,Wednesday,Winter,0,0,45
2023-12-28,3843.37,2146.47,903,21,2023,12,Thursday,Winter,0,0,52
2023-12-29,3571.09,1934.74,691,21,2023,12,Friday,Winter,0,0,41
2023-12-30,4125.19,2243.9900000000002,821,21,2023,12,Saturday,Winter,1,0,44
2023-12-31,4405.76,2423.16,914,21,2023,12,Sunday,Winter,1,0,46
2024-01-01,4654.96,2516.36,784,21,2024,1,Monday,Winter,0,1,39
2024-01-02,3994.9100000000003,2189.01,839,21,2024,1,Tuesday,Winter,0,0,43
2024-01-03,3771.15,2077.85,815,21,2024,1,Wednesday,Winter,0,0,42
2024-01-04,3657.07,2011.17,753,21,2024,1,Thursday,Winter,0,0,42
2024-01-05,3709.18,2046.8799999999999,792,21,2024,1,Friday,Winter,0,0,36
2024-01-06,4632.99,2522.94,931,21,2024,1,Saturday,Winter,1,0,42
2024-01-07,4226.86,2314.21,934,21,2024,1,Sunday,Winter,1,0,45
2024-01-08,3345.27,1836.57,643,21,2024,1,Monday,Winter,0,0,52
2024-01-09,3671.85,2044.4,805,21,2024,1,Tuesday,Winter,0,0,48
2024-01-10,3837.28,2102.73,832,21,2024,1,Wednesday,Winter,0,0,57
2024-01-11,3753.4900000000002,2044.59,761,21,2024,1,Thursday,Winter,0,0,36
2024-01-12,3779.22,2047.72,688,21,2024,1,Friday,Winter,0,0,48
2024-01-13,4673.64,2571.2400000000002,946,21,2024,1,Saturday,Winter,1,0,43
2024-01-14,4562.5199999999995,2551.02,928,21,2024,1,Sunday,Winter,1,0,57
2024-01-15,3546.0,1956.75,730,21,2024,1,Monday,Winter,0,0,36
2024-01-16,3545.16,1921.56,654,21,2024,1,Tuesday,Winter,0,0,36
2024-01-17,3711.9,2055.75,810,21,2024,1,Wednesday,Winter,0,0,37
2024-01-18,3392.1,1847.4,630,21,2024,1,Thursday,Winter,0,0,27
2024-01-19,3463.7400000000002,1880.19,626,21,2024,1,Friday,Winter,0,0,38
2024-01-20,4712.33,2582.33,967,21,2024,1,Saturday,Winter,1,0,36
2024-01-21,4426.9400000000005,2418.14,966,21,2024,1,Sunday,Winter,1,0,43
2024-01-22,3581.92,1961.07,728,21,2024,1,Monday,Winter,0,0,44
2024-01-23,3553.5299999999997,1946.18,667,21,2024,1,Tuesday,Winter,0,0,55
2024-01-24,3636.58,1994.63,752,21,2024,1,Wednesday,Winter,0,0,48
2024-01-25,3371.34,1878.99,736,21,2024,1,Thursday,Winter,0,0,37
2024-01-26,3759.57,2039.52,673,21,2024,1,Friday,Winter,0,0,35
2024-01-27,4373.85,2421.85,945,21,2024,1,Saturday,Winter,1,0,45
2024-01-28,4164.45,2271.25,835,21,2024,1,Sunday,Winter,1,0,32
2024-01-29,3546.16,1941.71,614,21,2024,1,Monday,Winter,0,0,54
2024-01-30,3811.36,2053.06,614,21,2024,1,Tuesday,Winter,0,0,50
2024-01-31,3337.73,1837.83,667,21,2024,1,Wednesday,Winter,0,0,38
2024-02-01,3472.16,1900.31,674,21,2024,2,Thursday,Winter,0,0,30
2024-02-02,3658.68,2009.63,802,21,2024,2,Friday,Winter,0,0,51
2024-02-03,4488.55,2439.75,745,21,2024,2,Saturday,Winter,1,0,41
2024-02-04,4366.84,2423.39,926,21,2024,2,Sunday,Winter,1,0,50
2024-02-05,3291.99,1835.44,751,21,2024,2,Monday,Winter,0,0,30
2024-02-06,3957.04,2198.54,986,21,2024,2,Tuesday,Winter,0,0,37
2024-02-07,3612.51,1995.16,809,21,2024,2,Wednesday,Winter,0,0,42
2024-02-08,3626.42,1957.82,638,21,2024,2,Thursday,Winter,0,0,42
2024-02-09,3566.07,1970.52,763,21,2024,2,Friday,Winter,0,0,38
2024-02-10,4356.83,2404.73,977,21,2024,2,Saturday,Winter,1,0,46
2024-02-11,4840.49,2646.89,1061,21,2024,2,Sunday,Winter,1,0,34
2024-02-12,3521.23,1934.18,707,21,2024,2,Monday,Winter,0,0,41
2024-02-13,3483.8199999999997,1921.82,718,21,2024,2,Tuesday,Winter,0,0,42
2024-02-14,3605.7,1988.25,830,21,2024,2,Wednesday,Winter,0,0,45
2024-02-15,3642.5299999999997,2005.98,757,21,2024,2,Thursday,Winter,0,0,46
2024-02-16,3465.24,1874.04,636,21,2024,2,Friday,Winter,0,0,34
2024-02-17,4266.57,2316.02,733,21,2024,2,Saturday,Winter,1,0,31
2024-02-18,4619.14,2520.79,1006,21,2024,2,Sunday,Winter,1,0,50
2024-02-19,3691.82,1995.92,608,21,2024,2,Monday,Winter,0,0,44
2024-02-20,3677.46,2014.56,774,21,2024,2,Tuesday,Winter,0,0,36
2024-02-21,4093.93,2246.98,897,21,2024,2,Wednesday,Winter,0,0,52
2024-02-22,3734.66,2069.61,794,21,2024,2,Thursday,Winter,0,0,42
2024-02-23,3790.12,2077.87,798,21,2024,2,Friday,Winter,0,0,50
2024-02-24,4568.76,2510.66,924,21,2024,2,Saturday,Winter,1,0,42
2024-02-25,4415.71,2453.11,959,21,2024,2,Sunday,Winter,1,0,56
2024-02-26,3607.06,1978.41,784,21,2024,2,Monday,Winter,0,0,54
2024-02-27,3792.9900000000002,2109.99,781,21,2024,2,Tuesday,Winter,0,0,40
2024-02-28,4207.37,2299.57,873,21,2024,2,Wednesday,Winter,0,0,48
2024-02-29,3791.14,2059.04,686,21,2024,2,Thursday,Winter,0,0,46
2024-03-01,4573.07,2516.87,933,21,2024,3,Friday,Spring,0,0,67
2024-03-02,5763.81,3143.66,1189,21,2024,3,Saturday,Spring,1,0,51
2024-03-03,5905.93,3226.83,1217,21,2024,3,Sunday,Spring,1,0,62
2024-03-04,4617.26,2536.16,1014,21,2024,3,Monday,Spring,0,0,65
2024-03-05,4531.81,2483.66,949,21,2024,3,Tuesday,Spring,0,0,45
2024-03-06,4158.28,2301.33,962,21,2024,3,Wednesday,Spring,0,0,49
2024-03-07,4407.63,2443.08,1047,21,2024,3,Thursday,Spring,0,0,43
2024-03-08,4357.57,2419.77,1013,21,2024,3,Friday,Spring,0,0,56
2024-03-09,4957.56,2704.66,1134,21,2024,3,Saturday,Spring,1,0,63
2024-03-10,4801.66,2609.56,784,21,2024,3,Sunday,Spring,1,0,68
2024-03-11,4933.54,2718.99,1166,21,2024,3,Monday,Spring,0,0,58
2024-03-12,4822.6,2621.2,970,21,2024,3,Tuesday,Spring,0,0,69
2024-03-13,4397.54,2395.54,836,21,2024,3,Wednesday,Spring,0,0,48
2024-03-14,4364.66,2376.11,824,21,2024,3,Thursday,Spring,0,0,46
2024-03-15,4127.16,2265.46,864,21,2024,3,Friday,Spring,0,0,57
2024-03-16,5484.76,3020.11,1124,21,2024,3,Saturday,Spring,1,0,60
2024-03-17,5075.45,2777.2,1095,21,2024,3,Sunday,Spring,1,0,57
2024-03-18,5148.8,2782.1,920,21,2024,3,Monday,Spring,0,0,43
2024-03-19,3938.14,2187.29,886,21,2024,3,Tuesday,Spring,0,0,57
2024-03-20,3836.31,2099.66,719,21,2024,3,Wednesday,Spring,0,0,48
2024-03-21,4198.71,2321.7599999999998,839,21,2024,3,Thursday,Spring,0,0,62
2024-03-22,4413.49,2404.34,791,21,2024,3,Friday,Spring,0,0,60
2024-03-23,5640.76,3081.66,1134,21,2024,3,Saturday,Spring,1,0,51
2024-03-24,6086.07,3374.32,1343,21,2024,3,Sunday,Spring,1,0,54
2024-03-25,4859.7,2704.0,1200,21,2024,3,Monday,Spring,0,0,50
2024-03-26,4199.5,2333.4,870,21,2024,3,Tuesday,Spring,0,0,57
2024-03-27,4421.4,2411.1,800,21,2024,3,Wednesday,Spring,0,0,64
2024-03-28,4278.55,2335.05,815,21,2024,3,Thursday,Spring,0,0,51
2024-03-29,3855.0,2096.15,720,21,2024,3,Friday,Spring,0,0,61
2024-03-30,4992.35,2707.85,965,21,2024,3,Saturday,Spring,1,0,54
2024-03-31,4589.68,2523.2799999999997,912,21,2024,3,Sunday,Spring,1,0,52
2024-04-01,4229.14,2325.69,766,21,2024,4,Monday,Spring,0,0,57
2024-04-02,4459.72,2440.47,958,21,2024,4,Tuesday,Spring,0,0,50
2024-04-03,4145.49,2283.54,901,21,2024,4,Wednesday,Spring,0,0,54
2024-04-04,4796.64,2616.44,896,21,2024,4,Thursday,Spring,0,0,49
2024-04-05,4839.45,2672.1,995,21,2024,4,Friday,Spring,0,0,71
2024-04-06,5243.46,2901.11,1194,21,2024,4,Saturday,Spring,1,0,58
2024-04-07,5331.31,2941.7599999999998,1199,21,2024,4,Sunday,Spring,1,0,53
2024-04-08,4570.32,2534.12,1028,21,2024,4,Monday,Spring,0,0,59
2024-04-09,4626.08,2529.83,922,21,2024,4,Tuesday,Spring,0,0,57
2024-04-10,4781.25,2620.85,995,21,2024,4,Wednesday,Spring,0,0,56
2024-04-11,4402.92,2395.02,838,21,2024,4,Thursday,Spring,0,0,62
2024-04-12,5039.84,2756.19,986,21,2024,4,Friday,Spring,0,0,63
2024-04-13,4648.59,2538.69,831,21,2024,4,Saturday,Spring,1,0,54
2024-04-14,4724.29,2576.19,931,21,2024,4,Sunday,Spring,1,0,53
2024-04-15,4709.68,2632.28,1052,21,2024,4,Monday,Spring,0,0,56
2024-04-16,4146.83,2313.48,997,21,2024,4,Tuesday,Spring,0,0,41
2024-04-17,4200.75,2286.85,725,21,2024,4,Wednesday,Spring,0,0,47
2024-04-18,4637.59,2570.79,1071,21,2024,4,Thursday,Spring,0,0,67
2024-04-19,4382.45,2397.0,805,21,2024,4,Friday,Spring,0,0,69
2024-04-20,5133.83,2822.33,1027,21,2024,4,Saturday,Spring,1,0,56
2024-04-21,4853.97,2689.82,1073,21,2024,4,Sunday,Spring,1,0,62
2024-04-22,4615.8,2538.3,1020,21,2024,4,Monday,Spring,0,0,60
2024-04-23,4620.11,2517.86,819,21,2024,4,Tuesday,Spring,0,0,79
2024-04-24,4468.48,2459.43,932,21,2024,4,Wednesday,Spring,0,0,65
2024-04-25,4384.91,2395.06,849,21,2024,4,Thursday,Spring,0,0,57
2024-04-26,4665.77,2541.62,933,21,2024,4,Friday,Spring,0,0,51
2024-04-27,5472.11,2976.16,1099,21,2024,4,Saturday,Spring,1,0,46
2024-04-28,5078.33,2731.88,767,21,2024,4,Sunday,Spring,1,0,59
2024-04-29,4011.04,2226.9900000000002,916,21,2024,4,Monday,Spring,0,0,52
2024-04-30,3948.7799999999997,2155.83,742,21,2024,4,Tuesday,Spring,0,0,48
2024-05-01,3983.82,2182.77,808,21,2024,5,Wednesday,Spring,0,0,53
2024-05-02,4188.2,2295.65,810,21,2024,5,Thursday,Spring,0,0,50
2024-05-03,3977.75,2199.5,735,21,2024,5,Friday,Spring,0,0,69
2024-05-04,6045.1,3325.25,1270,21,2024,5,Saturday,Spring,1,0,64
2024-05-05,5449.46,2950.46,934,21,2024,5,Sunday,Spring,1,0,57
2024-05-06,4721.4,2636.05,1020,21,2024,5,Monday,Spring,0,0,68
2024-05-07,4634.68,2552.18,962,21,2024,5,Tuesday,Spring,0,0,58
2024-05-08,4297.76,2370.61,944,21,2024,5,Wednesday,Spring,0,0,51
2024-05-09,4710.78,2599.38,992,21,2024,5,Thursday,Spring,0,0,68
2024-05-10,3882.9,2158.75,910,21,2024,5,Friday,Spring,0,0,61
2024-05-11,5977.76,3260.41,1154,21,2024,5,Saturday,Spring,1,0,50
2024-05-12,4788.27,2628.42,953,21,2024,5,Sunday,Spring,1,0,56
2024-05-13,4436.13,2428.93,867,21,2024,5,Monday,Spring,0,0,51
2024-05-14,4335.29,2388.84,871,21,2024,5,Tuesday,Spring,0,0,48
2024-05-15,4739.71,2599.76,919,21,2024,5,Wednesday,Spring,0,0,64
2024-05-16,4452.349999999999,2428.8,865,21,2024,5,Thursday,Spring,0,0,71
2024-05-17,4599.78,2511.18,782,21,2024,5,Friday,Spring,0,0,48
2024-05-18,4996.57,2701.4700000000003,813,21,2024,5,Saturday,Spring,1,0,61
2024-05-19,5483.91,2992.41,1079,21,2024,5,Sunday,Spring,1,0,53
2024-05-20,4165.05,2313.85,945,21,2024,5,Monday,Spring,0,0,54
2024-05-21,4735.34,2566.29,866,21,2024,5,Tuesday,Spring,0,0,53
2024-05-22,4598.58,2552.08,962,21,2024,5,Wednesday,Spring,0,0,51
2024-05-23,4239.18,2355.5299999999997,962,21,2024,5,Thursday,Spring,0,0,58
2024-05-24,4531.54,2468.7400000000002,856,21,2024,5,Friday,Spring,0,0,52
2024-05-25,5521.45,3053.2,1105,21,2024,5,Saturday,Spring,1,0,59
2024-05-26,4720.22,2628.12,1058,21,2024,5,Sunday,Spring,1,0,57
2024-05-27,5295.15,2881.0,935,21,2024,5,Monday,Spring,0,1,56
2024-05-28,4947.79,2758.14,1091,21,2024,5,Tuesday,Spring,0,0,51
2024-05-29,4198.87,2319.47,843,21,2024,5,Wednesday,Spring,0,0,53
2024-05-30,4234.51,2336.06,969,21,2024,5,Thursday,Spring,0,0,63
2024-05-31,4636.3,2555.5,980,21,2024,5,Friday,Spring,0,0,61
2024-06-01,6159.99,3323.24,1321,21,2024,6,Saturday,Summer,1,0,71
2024-06-02,6430.4800000000005,3496.0299999999997,1302,21,2024,6,Sunday,Summer,1,0,78
2024-06-03,5801.99,3136.19,1251,21,2024,6,Monday,Summer,0,0,83
2024-06-04,6148.95,3332.4500000000003,1325,21,2024,6,Tuesday,Summer,0,0,66
2024-06-05,5332.400000000001,2852.85,1100,21,2024,6,Wednesday,Summer,0,0,81
2024-06-06,5556.78,3054.33,1262,21,2024,6,Thursday,Summer,0,0,73
2024-06-07,5276.73,2882.93,1207,21,2024,6,Friday,Summer,0,0,81
2024-06-08,6922.34,3818.79,1426,21,2024,6,Saturday,Summer,1,0,72
2024-06-09,7113.82,3836.92,1258,21,2024,6,Sunday,Summer,1,0,65
2024-06-10,5919.8099999999995,3179.06,1219,21,2024,6,Monday,Summer,0,0,66
2024-06-11,5809.49,3118.94,1171,21,2024,6,Tuesday,Summer,0,0,78
2024-06-12,5159.31,2841.11,1159,21,2024,6,Wednesday,Summer,0,0,79
2024-06-13,5202.3,2845.85,1100,21,2024,6,Thursday,Summer,0,0,71
2024-06-14,4879.66,2625.36,874,21,2024,6,Friday,Summer,0,0,82
2024-06-15,6956.84,3725.29,1396,21,2024,6,Saturday,Summer,1,0,66
2024-06-16,7269.349999999999,3984.7,1595,21,2024,6,Sunday,Summer,1,0,77
2024-06-17,5799.19,3189.14,1261,21,2024,6,Monday,Summer,0,0,69
2024-06-18,5155.14,2776.39,1026,21,2024,6,Tuesday,Summer,0,0,73
2024-06-19,5973.77,3209.52,1173,21,2024,6,Wednesday,Summer,0,0,78
2024-06-20,5427.79,2941.74,1251,21,2024,6,Thursday,Summer,0,0,71
2024-06-21,5249.62,2822.77,1048,21,2024,6,Friday,Summer,0,0,75
2024-06-22,6895.0599999999995,3731.96,1394,21,2024,6,Saturday,Summer,1,0,85
2024-06-23,5847.84,3176.84,1256,21,2024,6,Sunday,Summer,1,0,73
2024-06-24,5415.42,2991.47,1128,21,2024,6,Monday,Summer,0,0,83
2024-06-25,6023.93,3243.83,1247,21,2024,6,Tuesday,Summer,0,0,70
2024-06-26,6279.28,3434.03,1212,21,2024,6,Wednesday,Summer,0,0,81
2024-06-27,5895.62,3147.32,1098,21,2024,6,Thursday,Summer,0,0,88
2024-06-28,5457.0,2995.3,1120,21,2024,6,Friday,Summer,0,0,60
2024-06-29,7608.18,4175.63,1642,21,2024,6,Saturday,Summer,1,0,72
2024-06-30,7437.68,4065.23,1532,21,2024,6,Sunday,Summer,1,0,82
2024-07-01,6400.03,3502.93,1497,21,2024,7,Monday,Summer,0,0,76
2024-07-02,5039.74,2806.49,1236,21,2024,7,Tuesday,Summer,0,0,80
2024-07-03,5741.85,3174.45,1275,21,2024,7,Wednesday,Summer,0,0,73
2024-07-04,8378.1,4632.15,1660,21,2024,7,Thursday,Summer,0,1,78
2024-07-05,5444.82,2935.87,938,21,2024,7,Friday,Summer,0,0,76
2024-07-06,6323.16,3379.56,1194,21,2024,7,Saturday,Summer,1,0,86
2024-07-07,6911.01,3780.61,1469,21,2024,7,Sunday,Summer,1,0,79
2024-07-08,5211.58,2922.33,1302,21,2024,7,Monday,Summer,0,0,80
2024-07-09,5957.25,3224.9,1305,21,2024,7,Tuesday,Summer,0,0,75
2024-07-10,5741.2,3154.75,1190,21,2024,7,Wednesday,Summer,0,0,74
2024-07-11,5719.02,3106.32,1208,21,2024,7,Thursday,Summer,0,0,74
2024-07-12,6118.7300000000005,3306.33,1157,21,2024,7,Friday,Summer,0,0,80
2024-07-13,6395.36,3417.56,1074,21,2024,7,Saturday,Summer,1,0,75
2024-07-14,6742.23,3620.18,1107,21,2024,7,Sunday,Summer,1,0,80
2024-07-15,6243.15,3403.25,1445,21,2024,7,Monday,Summer,0,0,92
2024-07-16,5187.6,2833.85,1060,21,2024,7,Tuesday,Summer,0,0,84
2024-07-17,5650.83,3126.48,1277,21,2024,7,Wednesday,Summer,0,0,75
2024-07-18,6178.45,3355.6,1465,21,2024,7,Thursday,Summer,0,0,86
2024-07-19,4990.39,2687.44,951,21,2024,7,Friday,Summer,0,0,75
2024-07-20,6556.44,3640.94,1516,21,2024,7,Saturday,Summer,1,0,63
2024-07-21,6918.79,3773.39,1401,21,2024,7,Sunday,Summer,1,0,70
2024-07-22,5317.99,2901.84,1111,21,2024,7,Monday,Summer,0,0,64
2024-07-23,5305.15,2908.55,1145,21,2024,7,Tuesday,Summer,0,0,75
2024-07-24,5933.47,3267.87,1363,21,2024,7,Wednesday,Summer,0,0,78
2024-07-25,5718.96,3179.96,1294,21,2024,7,Thursday,Summer,0,0,89
2024-07-26,6203.8099999999995,3400.71,1349,21,2024,7,Friday,Summer,0,0,80
2024-07-27,6375.77,3511.77,1433,21,2024,7,Saturday,Summer,1,0,76
2024-07-28,7478.7,4020.7,1510,21,2024,7,Sunday,Summer,1,0,83
2024-07-29,5754.0599999999995,3115.66,1234,21,2024,7,Monday,Summer,0,0,62
2024-07-30,6186.31,3319.81,1239,21,2024,7,Tuesday,Summer,0,0,79
2024-07-31,5833.31,3186.21,1229,21,2024,7,Wednesday,Summer,0,0,83
2024-08-01,5383.95,2934.6,1275,21,2024,8,Thursday,Summer,0,0,67
2024-08-02,6086.1900000000005,3287.79,1231,21,2024,8,Friday,Summer,0,0,86
2024-08-03,6311.93,3460.23,1297,21,2024,8,Saturday,Summer,1,0,80
2024-08-04,7125.46,3863.71,1504,21,2024,8,Sunday,Summer,1,0,75
2024-08-05,5124.42,2815.72,1048,21,2024,8,Monday,Summer,0,0,82
2024-08-06,5215.08,2818.33,1082,21,2024,8,Tuesday,Summer,0,0,93
2024-08-07,5506.78,3048.98,1122,21,2024,8,Wednesday,Summer,0,0,79
2024-08-08,6324.49,3398.69,1181,21,2024,8,Thursday,Summer,0,0,79
2024-08-09,6008.93,3258.83,1207,21,2024,8,Friday,Summer,0,0,74
2024-08-10,5900.33,3262.33,1407,21,2024,8,Saturday,Summer,1,0,72
2024-08-11,6514.57,3521.7200000000003,1383,21,2024,8,Sunday,Summer,1,0,83
2024-08-12,5178.83,2818.68,1197,21,2024,8,Monday,Summer,0,0,72
2024-08-13,5856.34,3117.89,1086,21,2024,8,Tuesday,Summer,0,0,78
2024-08-14,5345.32,2936.07,1138,21,2024,8,Wednesday,Summer,0,0,74
2024-08-15,5591.42,3037.27,1228,21,2024,8,Thursday,Summer,0,0,81
2024-08-16,5367.07,2864.72,983,21,2024,8,Friday,Summer,0,0,80
2024-08-17,6402.93,3553.83,1527,21,2024,8,Saturday,Summer,1,0,85
2024-08-18,6492.79,3544.9900000000002,1351,21,2024,8,Sunday,Summer,1,0,74
2024-08-19,5499.2300000000005,3057.98,1147,21,2024,8,Monday,Summer,0,0,76
2024-08-20,5451.41,2983.31,1229,21,2024,8,Tuesday,Summer,0,0,71
2024-08-21,5585.58,3099.88,1252,21,2024,8,Wednesday,Summer,0,0,74
2024-08-22,5266.64,2849.54,1056,21,2024,8,Thursday,Summer,0,0,80
2024-08-23,5414.8099999999995,3000.71,1249,21,2024,8,Friday,Summer,0,0,83
2024-08-24,6187.79,3393.49,1161,21,2024,8,Saturday,Summer,1,0,71
2024-08-25,6342.54,3414.79,1136,21,2024,8,Sunday,Summer,1,0,84
2024-08-26,5761.64,3164.64,1216,21,2024,8,Monday,Summer,0,0,87
2024-08-27,5303.7,2825.45,1090,21,2024,8,Tuesday,Summer,0,0,80
2024-08-28,5885.28,3180.53,1222,21,2024,8,Wednesday,Summer,0,0,91
2024-08-29,5108.23,2750.7799999999997,877,21,2024,8,Thursday,Summer,0,0,72
2024-08-30,5248.35,2791.6,1105,21,2024,8,Friday,Summer,0,0,69
2024-08-31,6821.43,3727.73,1467,21,2024,8,Saturday,Summer,1,0,65
2024-09-01,5231.16,2821.16,844,21,2024,9,Sunday,Fall,1,0,65
2024-09-02,6598.24,3659.14,1426,21,2024,9,Monday,Fall,0,1,59
2024-09-03,4364.77,2411.57,953,21,2024,9,Tuesday,Fall,0,0,54
2024-09-04,4757.11,2658.66,1039,21,2024,9,Wednesday,Fall,0,0,56
2024-09-05,5094.82,2822.07,1098,21,2024,9,Thursday,Fall,0,0,47
2024-09-06,4814.49,2666.84,1021,21,2024,9,Friday,Fall,0,0,72
2024-09-07,6286.86,3465.36,1244,21,2024,9,Saturday,Fall,1,0,55
2024-09-08,6298.16,3505.96,1264,21,2024,9,Sunday,Fall,1,0,55
2024-09-09,4617.47,2563.22,1023,21,2024,9,Monday,Fall,0,0,60
2024-09-10,4703.16,2548.26,774,21,2024,9,Tuesday,Fall,0,0,58
2024-09-11,4720.95,2592.35,995,21,2024,9,Wednesday,Fall,0,0,56
2024-09-12,4664.16,2570.21,1004,21,2024,9,Thursday,Fall,0,0,49
2024-09-13,4463.86,2460.91,1004,21,2024,9,Friday,Fall,0,0,58
2024-09-14,5801.05,3177.0,1035,21,2024,9,Saturday,Fall,1,0,68
2024-09-15,5858.39,3220.34,1181,21,2024,9,Sunday,Fall,1,0,64
2024-09-16,4296.15,2326.4,885,21,2024,9,Monday,Fall,0,0,66
2024-09-17,4745.53,2619.38,957,21,2024,9,Tuesday,Fall,0,0,51
2024-09-18,4757.99,2605.89,991,21,2024,9,Wednesday,Fall,0,0,48
2024-09-19,4851.61,2666.66,1009,21,2024,9,Thursday,Fall,0,0,54
2024-09-20,4256.15,2317.3,755,21,2024,9,Friday,Fall,0,0,55
2024-09-21,5235.94,2852.44,1136,21,2024,9,Saturday,Fall,1,0,62
2024-09-22,5285.4,2901.1,1200,21,2024,9,Sunday,Fall,1,0,43
2024-09-23,4431.04,2404.39,856,21,2024,9,Monday,Fall,0,0,65
2024-09-24,4983.26,2728.86,1014,21,2024,9,Tuesday,Fall,0,0,53
2024-09-25,4722.35,2619.8,1035,21,2024,9,Wednesday,Fall,0,0,52
2024-09-26,4973.86,2772.0099999999998,1204,21,2024,9,Thursday,Fall,0,0,47
2024-09-27,4931.01,2688.96,1039,21,2024,9,Friday,Fall,0,0,43
2024-09-28,5853.07,3204.87,1183,21,2024,9,Saturday,Fall,1,0,60
2024-09-29,5062.84,2766.84,986,21,2024,9,Sunday,Fall,1,0,55
2024-09-30,4804.67,2668.52,983,21,2024,9,Monday,Fall,0,0,45
2024-10-01,4864.01,2678.46,959,21,2024,10,Tuesday,Fall,0,0,45
2024-10-02,5199.96,2800.96,854,21,2024,10,Wednesday,Fall,0,0,52
2024-10-03,4325.85,2380.7,855,21,2024,10,Thursday,Fall,0,0,66
2024-10-04,4970.01,2729.61,899,21,2024,10,Friday,Fall,0,0,53
2024-10-05,5162.85,2848.4,1075,21,2024,10,Saturday,Fall,1,0,44
2024-10-06,5221.88,2888.78,1052,21,2024,10,Sunday,Fall,1,0,53
2024-10-07,4646.1,2614.3,970,21,2024,10,Monday,Fall,0,0,53
2024-10-08,4430.87,2461.12,933,21,2024,10,Tuesday,Fall,0,0,36
2024-10-09,4415.55,2450.95,995,21,2024,10,Wednesday,Fall,0,0,54
2024-10-10,4080.98,2257.78,782,21,2024,10,Thursday,Fall,0,0,53
2024-10-11,4294.56,2371.36,904,21,2024,10,Friday,Fall,0,0,59
2024-10-12,5214.63,2809.68,877,21,2024,10,Saturday,Fall,1,0,67
2024-10-13,5330.61,2908.61,1029,21,2024,10,Sunday,Fall,1,0,62
2024-10-14,4434.25,2442.3,915,21,2024,10,Monday,Fall,0,0,53
2024-10-15,4566.85,2539.65,985,21,2024,10,Tuesday,Fall,0,0,47
2024-10-16,4703.04,2615.94,986,21,2024,10,Wednesday,Fall,0,0,73
2024-10-17,4620.44,2574.49,986,21,2024,10,Thursday,Fall,0,0,55
2024-10-18,4363.74,2390.79,746,21,2024,10,Friday,Fall,0,0,55
2024-10-19,5631.11,3125.96,1189,21,2024,10,Saturday,Fall,1,0,54
2024-10-20,5933.87,3293.47,1153,21,2024,10,Sunday,Fall,1,0,56
2024-10-21,4759.06,2631.71,1074,21,2024,10,Monday,Fall,0,0,53
2024-10-22,4988.05,2761.65,1145,21,2024,10,Tuesday,Fall,0,0,50
