inventory_id,inventory_date,product_id,stock_level,reorder_threshold,units_ordered
820,2023-07-09,10,261,137,0
821,2023-07-09,11,50,50,0
822,2023-07-09,12,99,50,0
823,2023-07-09,13,82,50,0
824,2023-07-09,14,62,50,0
825,2023-07-09,15,90,55,0
826,2023-07-09,16,68,55,0
827,2023-07-09,17,102,55,0
828,2023-07-09,18,114,55,0
829,2023-07-09,19,47,30,0
830,2023-07-09,20,65,30,0
831,2023-07-09,21,56,30,0
832,2023-07-09,22,55,30,0
833,2023-07-09,23,163,90,0
834,2023-07-09,24,130,90,0
835,2023-07-09,25,147,90,0
836,2023-07-09,26,150,90,0
837,2023-07-09,27,91,56,0
838,2023-07-09,28,81,56,0
839,2023-07-09,29,83,56,0
840,2023-07-09,30,56,56,0
841,2023-07-16,1,176,150,0
842,2023-07-16,2,216,150,0
843,2023-07-16,3,170,150,0
844,2023-07-16,4,260,150,0
845,2023-07-16,5,314,150,0
846,2023-07-16,6,195,137,0
847,2023-07-16,7,275,137,0
848,2023-07-16,8,283,137,0
849,2023-07-16,9,153,137,0
850,2023-07-16,10,219,137,0
851,2023-07-16,11,55,50,0
852,2023-07-16,12,35,50,55
853,2023-07-16,13,87,50,0
854,2023-07-16,14,57,50,0
855,2023-07-16,15,48,55,51
856,2023-07-16,16,91,55,0
857,2023-07-16,17,79,55,0
858,2023-07-16,18,81,55,0
859,2023-07-16,19,51,30,0
860,2023-07-16,20,60,30,0
861,2023-07-16,21,47,30,0
862,2023-07-16,22,53,30,0
863,2023-07-16,23,139,90,0
864,2023-07-16,24,129,90,0
865,2023-07-16,25,161,90,0
866,2023-07-16,26,114,90,0
867,2023-07-16,27,84,56,0
868,2023-07-16,28,53,56,47
869,2023-07-16,29,55,56,45
870,2023-07-16,30,94,56,0
871,2023-07-23,1,294,150,0
872,2023-07-23,2,231,150,0
873,2023-07-23,3,246,150,0
874,2023-07-23,4,309,150,0
875,2023-07-23,5,256,150,0
876,2023-07-23,6,250,137,0
877,2023-07-23,7,206,137,0
878,2023-07-23,8,208,137,0
879,2023-07-23,9,131,137,115
880,2023-07-23,10,311,137,0
881,2023-07-23,11,93,50,0
882,2023-07-23,12,50,50,0
883,2023-07-23,13,79,50,0
884,2023-07-23,14,109,50,0
885,2023-07-23,15,80,55,0
886,2023-07-23,16,114,55,0
887,2023-07-23,17,147,55,0
888,2023-07-23,18,86,55,0
889,2023-07-23,19,36,30,0
890,2023-07-23,20,33,30,0
891,2023-07-23,21,58,30,0
892,2023-07-23,22,48,30,0
893,2023-07-23,23,113,90,0
894,2023-07-23,24,147,90,0
895,2023-07-23,25,147,90,0
896,2023-07-23,26,199,90,0
897,2023-07-23,27,121,56,0
898,2023-07-23,28,72,56,0
899,2023-07-23,29,98,56,0
900,2023-07-23,30,78,56,0
901,2023-07-30,1,195,150,0
902,2023-07-30,2,270,150,0
903,2023-07-30,3,220,150,0
904,2023-07-30,4,261,150,0
905,2023-07-30,5,183,150,0
906,2023-07-30,6,288,137,0
907,2023-07-30,7,209,137,0
908,2023-07-30,8,140,137,0
909,2023-07-30,9,257,137,0
910,2023-07-30,10,290,137,0
911,2023-07-30,11,81,50,0
912,2023-07-30,12,90,50,0
913,2023-07-30,13,69,50,0
914,2023-07-30,14,49,50,41
915,2023-07-30,15,96,55,0
916,2023-07-30,16,88,55,0
917,2023-07-30,17,103,55,0
918,2023-07-30,18,74,55,0
919,2023-07-30,19,44,30,0
920,2023-07-30,20,47,30,0
921,2023-07-30,21,52,30,0
922,2023-07-30,22,36,30,0
923,2023-07-30,23,161,90,0
924,2023-07-30,24,130,90,0
925,2023-07-30,25,104,90,0
926,2023-07-30,26,124,90,0
927,2023-07-30,27,78,56,0
928,2023-07-30,28,98,56,0
929,2023-07-30,29,91,56,0
930,2023-07-30,30,116,56,0
931,2023-08-06,1,207,150,0
932,2023-08-06,2,261,150,0
933,2023-08-06,3,208,150,0
934,2023-08-06,4,209,150,0
935,2023-08-06,5,218,150,0
936,2023-08-06,6,189,137,0
937,2023-08-06,7,242,137,0
938,2023-08-06,8,251,137,0
939,2023-08-06,9,171,137,0
940,2023-08-06,10,150,137,0
941,2023-08-06,11,93,50,0
942,2023-08-06,12,89,50,0
943,2023-08-06,13,107,50,0
944,2023-08-06,14,71,50,0
945,2023-08-06,15,90,55,0
946,2023-08-06,16,88,55,0
947,2023-08-06,17,109,55,0
948,2023-08-06,18,104,55,0
949,2023-08-06,19,46,30,0
950,2023-08-06,20,49,30,0
951,2023-08-06,21,46,30,0
952,2023-08-06,22,23,30,31
953,2023-08-06,23,131,90,0
954,2023-08-06,24,112,90,0
955,2023-08-06,25,109,90,0
956,2023-08-06,26,169,90,0
957,2023-08-06,27,67,56,0
958,2023-08-06,28,88,56,0
959,2023-08-06,29,83,56,0
960,2023-08-06,30,72,56,0
961,2023-08-13,1,250,150,0
962,2023-08-13,2,332,150,0
963,2023-08-13,3,172,150,0
964,2023-08-13,4,329,150,0
965,2023-08-13,5,214,150,0
966,2023-08-13,6,343,137,0
967,2023-08-13,7,203,137,0
968,2023-08-13,8,215,137,0
969,2023-08-13,9,97,137,149
970,2023-08-13,10,287,137,0
971,2023-08-13,11,72,50,0
972,2023-08-13,12,67,50,0
973,2023-08-13,13,97,50,0
974,2023-08-13,14,120,50,0
975,2023-08-13,15,105,55,0
976,2023-08-13,16,62,55,0
977,2023-08-13,17,78,55,0
978,2023-08-13,18,50,55,49
979,2023-08-13,19,55,30,0
980,2023-08-13,20,45,30,0
981,2023-08-13,21,46,30,0
982,2023-08-13,22,54,30,0
983,2023-08-13,23,170,90,0
984,2023-08-13,24,116,90,0
985,2023-08-13,25,137,90,0
986,2023-08-13,26,81,90,81
987,2023-08-13,27,95,56,0
988,2023-08-13,28,90,56,0
989,2023-08-13,29,63,56,0
990,2023-08-13,30,55,56,45
991,2023-08-20,1,250,150,0
992,2023-08-20,2,212,150,0
993,2023-08-20,3,263,150,0
994,2023-08-20,4,176,150,0
995,2023-08-20,5,277,150,0
996,2023-08-20,6,223,137,0
997,2023-08-20,7,189,137,0
998,2023-08-20,8,218,137,0
999,2023-08-20,9,192,137,0
1000,2023-08-20,10,165,137,0
1001,2023-08-20,11,58,50,0
1002,2023-08-20,12,116,50,0
1003,2023-08-20,13,115,50,0
1004,2023-08-20,14,67,50,0
1005,2023-08-20,15,84,55,0
1006,2023-08-20,16,122,55,0
1007,2023-08-20,17,90,55,0
1008,2023-08-20,18,115,55,0
1009,2023-08-20,19,70,30,0
1010,2023-08-20,20,50,30,0
1011,2023-08-20,21,52,30,0
1012,2023-08-20,22,61,30,0
1013,2023-08-20,23,137,90,0
1014,2023-08-20,24,192,90,0
1015,2023-08-20,25,148,90,0
1016,2023-08-20,26,220,90,0
1017,2023-08-20,27,90,56,0
1018,2023-08-20,28,106,56,0
1019,2023-08-20,29,86,56,0
1020,2023-08-20,30,64,56,0
1021,2023-08-27,1,302,150,0
1022,2023-08-27,2,309,150,0
1023,2023-08-27,3,135,150,135
1024,2023-08-27,4,175,150,0
1025,2023-08-27,5,261,150,0
1026,2023-08-27,6,208,137,0
1027,2023-08-27,7,260,137,0
1028,2023-08-27,8,119,137,127
1029,2023-08-27,9,316,137,0
1030,2023-08-27,10,193,137,0
1031,2023-08-27,11,80,50,0
1032,2023-08-27,12,85,50,0
1033,2023-08-27,13,109,50,0
1034,2023-08-27,14,54,50,0
1035,2023-08-27,15,90,55,0
1036,2023-08-27,16,63,55,0
1037,2023-08-27,17,107,55,0
1038,2023-08-27,18,81,55,0
1039,2023-08-27,19,52,30,0
1040,2023-08-27,20,43,30,0
1041,2023-08-27,21,70,30,0
1042,2023-08-27,22,40,30,0
1043,2023-08-27,23,162,90,0
1044,2023-08-27,24,74,90,88
1045,2023-08-27,25,162,90,0
1046,2023-08-27,26,95,90,0
1047,2023-08-27,27,125,56,0
1048,2023-08-27,28,76,56,0
1049,2023-08-27,29,70,56,0
1050,2023-08-27,30,95,56,0
1051,2023-09-03,1,135,120,0
1052,2023-09-03,2,156,120,0
1053,2023-09-03,3,202,120,0
1054,2023-09-03,4,168,120,0
1055,2023-09-03,5,231,120,0
1056,2023-09-03,6,224,110,0
1057,2023-09-03,7,200,110,0
1058,2023-09-03,8,125,110,0
1059,2023-09-03,9,146,110,0
1060,2023-09-03,10,134,110,0
1061,2023-09-03,11,75,50,0
1062,2023-09-03,12,87,50,0
1063,2023-09-03,13,87,50,0
1064,2023-09-03,14,112,50,0
1065,2023-09-03,15,123,55,0
1066,2023-09-03,16,98,55,0
1067,2023-09-03,17,100,55,0
1068,2023-09-03,18,64,55,0
1069,2023-09-03,19,58,30,0
1070,2023-09-03,20,53,30,0
1071,2023-09-03,21,52,30,0
1072,2023-09-03,22,50,30,0
1073,2023-09-03,23,193,90,0
1074,2023-09-03,24,204,90,0
1075,2023-09-03,25,148,90,0
1076,2023-09-03,26,162,90,0
1077,2023-09-03,27,62,45,0
1078,2023-09-03,28,76,45,0
1079,2023-09-03,29,82,45,0
1080,2023-09-03,30,45,45,0
1081,2023-09-10,1,151,120,0
1082,2023-09-10,2,218,120,0
1083,2023-09-10,3,202,120,0
1084,2023-09-10,4,200,120,0
1085,2023-09-10,5,197,120,0
1086,2023-09-10,6,221,110,0
1087,2023-09-10,7,212,110,0
1088,2023-09-10,8,158,110,0
1089,2023-09-10,9,226,110,0
1090,2023-09-10,10,176,110,0
1091,2023-09-10,11,51,50,0
1092,2023-09-10,12,88,50,0
1093,2023-09-10,13,55,50,0
1094,2023-09-10,14,91,50,0
1095,2023-09-10,15,75,55,0
1096,2023-09-10,16,44,55,55
1097,2023-09-10,17,92,55,0
1098,2023-09-10,18,118,55,0
1099,2023-09-10,19,42,30,0
1100,2023-09-10,20,52,30,0
1101,2023-09-10,21,50,30,0
1102,2023-09-10,22,25,30,29
1103,2023-09-10,23,151,90,0
1104,2023-09-10,24,162,90,0
1105,2023-09-10,25,130,90,0
1106,2023-09-10,26,132,90,0
1107,2023-09-10,27,66,45,0
1108,2023-09-10,28,81,45,0
1109,2023-09-10,29,50,45,0
1110,2023-09-10,30,46,45,0
1111,2023-09-17,1,221,120,0
1112,2023-09-17,2,154,120,0
1113,2023-09-17,3,231,120,0
1114,2023-09-17,4,199,120,0
1115,2023-09-17,5,164,120,0
1116,2023-09-17,6,131,110,0
1117,2023-09-17,7,47,110,151
1118,2023-09-17,8,151,110,0
1119,2023-09-17,9,178,110,0
1120,2023-09-17,10,186,110,0
1121,2023-09-17,11,51,50,0
1122,2023-09-17,12,68,50,0
1123,2023-09-17,13,103,50,0
1124,2023-09-17,14,119,50,0
1125,2023-09-17,15,101,55,0
1126,2023-09-17,16,88,55,0
1127,2023-09-17,17,57,55,0
1128,2023-09-17,18,88,55,0
1129,2023-09-17,19,42,30,0
1130,2023-09-17,20,64,30,0
1131,2023-09-17,21,43,30,0
1132,2023-09-17,22,57,30,0
1133,2023-09-17,23,134,90,0
1134,2023-09-17,24,182,90,0
1135,2023-09-17,25,141,90,0
1136,2023-09-17,26,158,90,0
1137,2023-09-17,27,71,45,0
1138,2023-09-17,28,82,45,0
1139,2023-09-17,29,56,45,0
1140,2023-09-17,30,88,45,0
1141,2023-09-24,1,110,120,106
1142,2023-09-24,2,214,120,0
1143,2023-09-24,3,145,120,0
1144,2023-09-24,4,222,120,0
1145,2023-09-24,5,247,120,0
1146,2023-09-24,6,121,110,0
1147,2023-09-24,7,134,110,0
1148,2023-09-24,8,138,110,0
1149,2023-09-24,9,232,110,0
1150,2023-09-24,10,120,110,0
1151,2023-09-24,11,67,50,0
1152,2023-09-24,12,46,50,44
1153,2023-09-24,13,88,50,0
1154,2023-09-24,14,87,50,0
1155,2023-09-24,15,45,55,54
1156,2023-09-24,16,115,55,0
1157,2023-09-24,17,98,55,0
1158,2023-09-24,18,67,55,0
1159,2023-09-24,19,30,30,0
1160,2023-09-24,20,67,30,0
1161,2023-09-24,21,53,30,0
1162,2023-09-24,22,49,30,0
1163,2023-09-24,23,182,90,0
1164,2023-09-24,24,152,90,0
1165,2023-09-24,25,114,90,0
1166,2023-09-24,26,72,90,90
1167,2023-09-24,27,97,45,0
1168,2023-09-24,28,91,45,0
1169,2023-09-24,29,69,45,0
1170,2023-09-24,30,74,45,0
1171,2023-10-01,1,233,120,0
1172,2023-10-01,2,174,120,0
1173,2023-10-01,3,162,120,0
1174,2023-10-01,4,171,120,0
1175,2023-10-01,5,200,120,0
1176,2023-10-01,6,219,110,0
1177,2023-10-01,7,132,110,0
1178,2023-10-01,8,160,110,0
1179,2023-10-01,9,85,110,113
1180,2023-10-01,10,258,110,0
1181,2023-10-01,11,78,50,0
1182,2023-10-01,12,104,50,0
1183,2023-10-01,13,58,50,0
1184,2023-10-01,14,103,50,0
1185,2023-10-01,15,110,55,0
1186,2023-10-01,16,64,55,0
1187,2023-10-01,17,85,55,0
1188,2023-10-01,18,65,55,0
1189,2023-10-01,19,51,30,0
1190,2023-10-01,20,65,30,0
1191,2023-10-01,21,53,30,0
1192,2023-10-01,22,49,30,0
1193,2023-10-01,23,186,90,0
1194,2023-10-01,24,138,90,0
1195,2023-10-01,25,181,90,0
1196,2023-10-01,26,95,90,0
1197,2023-10-01,27,81,45,0
1198,2023-10-01,28,80,45,0
1199,2023-10-01,29,60,45,0
1200,2023-10-01,30,59,45,0
1201,2023-10-08,1,134,120,0
1202,2023-10-08,2,163,120,0
1203,2023-10-08,3,249,120,0
1204,2023-10-08,4,199,120,0
1205,2023-10-08,5,179,120,0
1206,2023-10-08,6,133,110,0
1207,2023-10-08,7,212,110,0
1208,2023-10-08,8,216,110,0
1209,2023-10-08,9,204,110,0
1210,2023-10-08,10,130,110,0
1211,2023-10-08,11,81,50,0
1212,2023-10-08,12,86,50,0
1213,2023-10-08,13,83,50,0
1214,2023-10-08,14,44,50,46
1215,2023-10-08,15,95,55,0
1216,2023-10-08,16,48,55,51
1217,2023-10-08,17,122,55,0
1218,2023-10-08,18,65,55,0
1219,2023-10-08,19,63,30,0
1220,2023-10-08,20,46,30,0
1221,2023-10-08,21,47,30,0
1222,2023-10-08,22,49,30,0
1223,2023-10-08,23,140,90,0
1224,2023-10-08,24,74,90,88
1225,2023-10-08,25,133,90,0
1226,2023-10-08,26,128,90,0
1227,2023-10-08,27,44,45,37
1228,2023-10-08,28,59,45,0
1229,2023-10-08,29,71,45,0
1230,2023-10-08,30,53,45,0
1231,2023-10-15,1,186,120,0
1232,2023-10-15,2,186,120,0
1233,2023-10-15,3,180,120,0
1234,2023-10-15,4,161,120,0
1235,2023-10-15,5,184,120,0
1236,2023-10-15,6,169,110,0
1237,2023-10-15,7,120,110,0
1238,2023-10-15,8,180,110,0
1239,2023-10-15,9,221,110,0
1240,2023-10-15,10,142,110,0
1241,2023-10-15,11,89,50,0
1242,2023-10-15,12,62,50,0
1243,2023-10-15,13,78,50,0
1244,2023-10-15,14,66,50,0
1245,2023-10-15,15,61,55,0
1246,2023-10-15,16,81,55,0
1247,2023-10-15,17,90,55,0
1248,2023-10-15,18,89,55,0
1249,2023-10-15,19,38,30,0
1250,2023-10-15,20,39,30,0
1251,2023-10-15,21,54,30,0
1252,2023-10-15,22,37,30,0
1253,2023-10-15,23,149,90,0
1254,2023-10-15,24,103,90,0
1255,2023-10-15,25,122,90,0
1256,2023-10-15,26,69,90,93
1257,2023-10-15,27,74,45,0
1258,2023-10-15,28,66,45,0
1259,2023-10-15,29,61,45,0
1260,2023-10-15,30,89,45,0
1261,2023-10-22,1,153,120,0
1262,2023-10-22,2,223,120,0
1263,2023-10-22,3,200,120,0
1264,2023-10-22,4,251,120,0
1265,2023-10-22,5,256,120,0
1266,2023-10-22,6,148,110,0
1267,2023-10-22,7,201,110,0
1268,2023-10-22,8,264,110,0
1269,2023-10-22,9,194,110,0
1270,2023-10-22,10,160,110,0
1271,2023-10-22,11,51,50,0
1272,2023-10-22,12,43,50,47
1273,2023-10-22,13,51,50,0
1274,2023-10-22,14,121,50,0
1275,2023-10-22,15,87,55,0
1276,2023-10-22,16,91,55,0
1277,2023-10-22,17,75,55,0
1278,2023-10-22,18,97,55,0
1279,2023-10-22,19,46,30,0
1280,2023-10-22,20,35,30,0
1281,2023-10-22,21,28,30,26
1282,2023-10-22,22,24,30,30
1283,2023-10-22,23,125,90,0
1284,2023-10-22,24,128,90,0
1285,2023-10-22,25,160,90,0
1286,2023-10-22,26,187,90,0
1287,2023-10-22,27,55,45,0
1288,2023-10-22,28,62,45,0
1289,2023-10-22,29,100,45,0
1290,2023-10-22,30,93,45,0
1291,2023-10-29,1,112,120,104
1292,2023-10-29,2,258,120,0
1293,2023-10-29,3,155,120,0
1294,2023-10-29,4,173,120,0
1295,2023-10-29,5,215,120,0
1296,2023-10-29,6,151,110,0
1297,2023-10-29,7,146,110,0
1298,2023-10-29,8,148,110,0
1299,2023-10-29,9,218,110,0
1300,2023-10-29,10,145,110,0
1301,2023-10-29,11,72,50,0
1302,2023-10-29,12,78,50,0
1303,2023-10-29,13,48,50,42
1304,2023-10-29,14,81,50,0
1305,2023-10-29,15,107,55,0
1306,2023-10-29,16,85,55,0
1307,2023-10-29,17,76,55,0
1308,2023-10-29,18,67,55,0
1309,2023-10-29,19,42,30,0
1310,2023-10-29,20,44,30,0
1311,2023-10-29,21,33,30,0
1312,2023-10-29,22,35,30,0
1313,2023-10-29,23,117,90,0
1314,2023-10-29,24,99,90,0
1315,2023-10-29,25,145,90,0
1316,2023-10-29,26,159,90,0
1317,2023-10-29,27,62,45,0
1318,2023-10-29,28,64,45,0
1319,2023-10-29,29,83,45,0
1320,2023-10-29,30,68,45,0
1321,2023-11-05,1,223,120,0
1322,2023-11-05,2,124,120,0
1323,2023-11-05,3,192,120,0
1324,2023-11-05,4,228,120,0
1325,2023-11-05,5,300,120,0
1326,2023-11-05,6,228,110,0
1327,2023-11-05,7,152,110,0
1328,2023-11-05,8,113,110,0
1329,2023-11-05,9,163,110,0
1330,2023-11-05,10,218,110,0
1331,2023-11-05,11,63,50,0
1332,2023-11-05,12,76,50,0
1333,2023-11-05,13,65,50,0
1334,2023-11-05,14,78,50,0
1335,2023-11-05,15,92,55,0
1336,2023-11-05,16,103,55,0
1337,2023-11-05,17,69,55,0
1338,2023-11-05,18,103,55,0
1339,2023-11-05,19,49,30,0
1340,2023-11-05,20,36,30,0
1341,2023-11-05,21,50,30,0
1342,2023-11-05,22,48,30,0
1343,2023-11-05,23,169,90,0
1344,2023-11-05,24,119,90,0
1345,2023-11-05,25,119,90,0
1346,2023-11-05,26,101,90,0
1347,2023-11-05,27,40,45,41
1348,2023-11-05,28,67,45,0
1349,2023-11-05,29,68,45,0
1350,2023-11-05,30,44,45,37
1351,2023-11-12,1,215,120,0
1352,2023-11-12,2,218,120,0
1353,2023-11-12,3,113,120,103
1354,2023-11-12,4,168,120,0
1355,2023-11-12,5,213,120,0
1356,2023-11-12,6,188,110,0
1357,2023-11-12,7,143,110,0
1358,2023-11-12,8,223,110,0
1359,2023-11-12,9,108,110,90
1360,2023-11-12,10,152,110,0
1361,2023-11-12,11,97,50,0
1362,2023-11-12,12,81,50,0
1363,2023-11-12,13,71,50,0
1364,2023-11-12,14,114,50,0
1365,2023-11-12,15,78,55,0
1366,2023-11-12,16,55,55,0
1367,2023-11-12,17,63,55,0
1368,2023-11-12,18,117,55,0
1369,2023-11-12,19,31,30,0
1370,2023-11-12,20,60,30,0
1371,2023-11-12,21,43,30,0
1372,2023-11-12,22,68,30,0
1373,2023-11-12,23,162,90,0
1374,2023-11-12,24,145,90,0
1375,2023-11-12,25,86,90,76
1376,2023-11-12,26,124,90,0
1377,2023-11-12,27,87,45,0
1378,2023-11-12,28,102,45,0
1379,2023-11-12,29,46,45,0
1380,2023-11-12,30,58,45,0
1381,2023-11-19,1,139,120,0
1382,2023-11-19,2,195,120,0
1383,2023-11-19,3,221,120,0
1384,2023-11-19,4,172,120,0
1385,2023-11-19,5,183,120,0
1386,2023-11-19,6,206,110,0
1387,2023-11-19,7,193,110,0
1388,2023-11-19,8,123,110,0
1389,2023-11-19,9,132,110,0
1390,2023-11-19,10,207,110,0
1391,2023-11-19,11,82,50,0
1392,2023-11-19,12,90,50,0
1393,2023-11-19,13,48,50,42
1394,2023-11-19,14,96,50,0
1395,2023-11-19,15,76,55,0
1396,2023-11-19,16,97,55,0
1397,2023-11-19,17,86,55,0
1398,2023-11-19,18,106,55,0
1399,2023-11-19,19,52,30,0
1400,2023-11-19,20,43,30,0
1401,2023-11-19,21,40,30,0
1402,2023-11-19,22,48,30,0
1403,2023-11-19,23,127,90,0
1404,2023-11-19,24,198,90,0
1405,2023-11-19,25,108,90,0
1406,2023-11-19,26,146,90,0
1407,2023-11-19,27,58,45,0
1408,2023-11-19,28,93,45,0
1409,2023-11-19,29,85,45,0
1410,2023-11-19,30,43,45,38
1411,2023-11-26,1,197,120,0
1412,2023-11-26,2,197,120,0
1413,2023-11-26,3,173,120,0
1414,2023-11-26,4,197,120,0
1415,2023-11-26,5,215,120,0
1416,2023-11-26,6,190,110,0
1417,2023-11-26,7,107,110,91
1418,2023-11-26,8,90,110,108
1419,2023-11-26,9,44,110,154
1420,2023-11-26,10,161,110,0
1421,2023-11-26,11,65,50,0
1422,2023-11-26,12,80,50,0
1423,2023-11-26,13,67,50,0
1424,2023-11-26,14,73,50,0
1425,2023-11-26,15,85,55,0
1426,2023-11-26,16,44,55,55
1427,2023-11-26,17,102,55,0
1428,2023-11-26,18,83,55,0
1429,2023-11-26,19,33,30,0
1430,2023-11-26,20,44,30,0
1431,2023-11-26,21,34,30,0
1432,2023-11-26,22,52,30,0
1433,2023-11-26,23,156,90,0
1434,2023-11-26,24,139,90,0
1435,2023-11-26,25,138,90,0
1436,2023-11-26,26,177,90,0
1437,2023-11-26,27,84,45,0
1438,2023-11-26,28,44,45,37
1439,2023-11-26,29,60,45,0
1440,2023-11-26,30,81,45,0
1441,2023-12-03,1,233,120,0
1442,2023-12-03,2,283,120,0
1443,2023-12-03,3,220,120,0
1444,2023-12-03,4,112,120,104
1445,2023-12-03,5,177,120,0
1446,2023-12-03,6,206,110,0
1447,2023-12-03,7,105,110,93
1448,2023-12-03,8,187,110,0
1449,2023-12-03,9,149,110,0
1450,2023-12-03,10,194,110,0
1451,2023-12-03,11,112,60,0
1452,2023-12-03,12,72,60,0
1453,2023-12-03,13,131,60,0
1454,2023-12-03,14,54,60,54
1455,2023-12-03,15,98,55,0
1456,2023-12-03,16,111,55,0
1457,2023-12-03,17,92,55,0
1458,2023-12-03,18,72,55,0
1459,2023-12-03,19,45,30,0
1460,2023-12-03,20,34,30,0
1461,2023-12-03,21,40,30,0
1462,2023-12-03,22,45,30,0
1463,2023-12-03,23,177,108,0
1464,2023-12-03,24,165,108,0
1465,2023-12-03,25,187,108,0
1466,2023-12-03,26,175,108,0
1467,2023-12-03,27,65,45,0
1468,2023-12-03,28,85,45,0
1469,2023-12-03,29,69,45,0
1470,2023-12-03,30,52,45,0
1471,2023-12-10,1,195,120,0
1472,2023-12-10,2,114,120,102
1473,2023-12-10,3,135,120,0
1474,2023-12-10,4,234,120,0
1475,2023-12-10,5,283,120,0
1476,2023-12-10,6,205,110,0
1477,2023-12-10,7,202,110,0
1478,2023-12-10,8,183,110,0
1479,2023-12-10,9,124,110,0
1480,2023-12-10,10,221,110,0
1481,2023-12-10,11,95,60,0
1482,2023-12-10,12,76,60,0
1483,2023-12-10,13,128,60,0
1484,2023-12-10,14,139,60,0
1485,2023-12-10,15,47,55,52
1486,2023-12-10,16,104,55,0
1487,2023-12-10,17,90,55,0
1488,2023-12-10,18,97,55,0
1489,2023-12-10,19,64,30,0
1490,2023-12-10,20,52,30,0
1491,2023-12-10,21,47,30,0
1492,2023-12-10,22,37,30,0
1493,2023-12-10,23,172,108,0
1494,2023-12-10,24,190,108,0
1495,2023-12-10,25,94,108,100
1496,2023-12-10,26,147,108,0
1497,2023-12-10,27,72,45,0
1498,2023-12-10,28,64,45,0
1499,2023-12-10,29,97,45,0
1500,2023-12-10,30,48,45,0
1501,2023-12-17,1,107,120,109
1502,2023-12-17,2,276,120,0
1503,2023-12-17,3,186,120,0
1504,2023-12-17,4,153,120,0
1505,2023-12-17,5,237,120,0
1506,2023-12-17,6,161,110,0
1507,2023-12-17,7,171,110,0
1508,2023-12-17,8,176,110,0
1509,2023-12-17,9,217,110,0
1510,2023-12-17,10,180,110,0
1511,2023-12-17,11,118,60,0
1512,2023-12-17,12,112,60,0
1513,2023-12-17,13,72,60,0
1514,2023-12-17,14,101,60,0
1515,2023-12-17,15,72,55,0
1516,2023-12-17,16,102,55,0
1517,2023-12-17,17,83,55,0
1518,2023-12-17,18,86,55,0
1519,2023-12-17,19,31,30,0
1520,2023-12-17,20,43,30,0
1521,2023-12-17,21,30,30,0
1522,2023-12-17,22,36,30,0
1523,2023-12-17,23,156,108,0
1524,2023-12-17,24,202,108,0
1525,2023-12-17,25,107,108,87
1526,2023-12-17,26,112,108,0
1527,2023-12-17,27,85,45,0
1528,2023-12-17,28,75,45,0
1529,2023-12-17,29,86,45,0
1530,2023-12-17,30,79,45,0
1531,2023-12-24,1,209,120,0
1532,2023-12-24,2,175,120,0
1533,2023-12-24,3,147,120,0
1534,2023-12-24,4,235,120,0
1535,2023-12-24,5,204,120,0
1536,2023-12-24,6,203,110,0
1537,2023-12-24,7,247,110,0
1538,2023-12-24,8,164,110,0
1539,2023-12-24,9,195,110,0
1540,2023-12-24,10,190,110,0
1541,2023-12-24,11,109,60,0
1542,2023-12-24,12,113,60,0
1543,2023-12-24,13,67,60,0
1544,2023-12-24,14,95,60,0
1545,2023-12-24,15,75,55,0
1546,2023-12-24,16,73,55,0
1547,2023-12-24,17,106,55,0
1548,2023-12-24,18,103,55,0
1549,2023-12-24,19,40,30,0
1550,2023-12-24,20,46,30,0
1551,2023-12-24,21,62,30,0
1552,2023-12-24,22,47,30,0
1553,2023-12-24,23,185,108,0
1554,2023-12-24,24,204,108,0
1555,2023-12-24,25,198,108,0
1556,2023-12-24,26,142,108,0
1557,2023-12-24,27,110,45,0
1558,2023-12-24,28,85,45,0
1559,2023-12-24,29,80,45,0
1560,2023-12-24,30,88,45,0
1561,2023-12-31,1,208,120,0
1562,2023-12-31,2,189,120,0
1563,2023-12-31,3,160,120,0
1564,2023-12-31,4,141,120,0
1565,2023-12-31,5,143,120,0
1566,2023-12-31,6,203,110,0
1567,2023-12-31,7,234,110,0
1568,2023-12-31,8,139,110,0
1569,2023-12-31,9,158,110,0
1570,2023-12-31,10,169,110,0
1571,2023-12-31,11,127,60,0
1572,2023-12-31,12,103,60,0
1573,2023-12-31,13,110,60,0
1574,2023-12-31,14,125,60,0
1575,2023-12-31,15,74,55,0
1576,2023-12-31,16,99,55,0
1577,2023-12-31,17,95,55,0
1578,2023-12-31,18,93,55,0
1579,2023-12-31,19,43,30,0
1580,2023-12-31,20,58,30,0
1581,2023-12-31,21,48,30,0
1582,2023-12-31,22,52,30,0
1583,2023-12-31,23,220,108,0
1584,2023-12-31,24,103,108,91
1585,2023-12-31,25,138,108,0
1586,2023-12-31,26,151,108,0
1587,2023-12-31,27,66,45,0
1588,2023-12-31,28,66,45,0
1589,2023-12-31,29,78,45,0
1590,2023-12-31,30,67,45,0
1591,2024-01-07,1,193,120,0
1592,2024-01-07,2,264,120,0
1593,2024-01-07,3,186,120,0
1594,2024-01-07,4,147,120,0
1595,2024-01-07,5,220,120,0
1596,2024-01-07,6,184,110,0
1597,2024-01-07,7,291,110,0
1598,2024-01-07,8,156,110,0
1599,2024-01-07,9,199,110,0
1600,2024-01-07,10,179,110,0
1601,2024-01-07,11,114,60,0
1602,2024-01-07,12,87,60,0
1603,2024-01-07,13,129,60,0
1604,2024-01-07,14,86,60,0
